"FITC-A","Texas Red-A"
120.54,294.38
1637.54,32136.6
71.34,177.94
135699,142372
168959,153323
100.04,373.1
251.74,3457.12
146487,141362
12783,35173.1
512.5,454.28
204352,247989
18.04,139.4
-2.46,802.78
488.72,9109.38
716.68,1225.08
77.9,315.7
91.02,205
82,296.02
102.5,262.4
62946.5,49330.4
276.34,7782.62
1088.14,25884.9
157.44,1051.24
39.36,128.74
2241.06,32522.8
636.32,3092.22
117051,115496
262143,262143
203.36,4614.14
2654.34,30633.6
143.5,391.96
14750.2,51134.4
110.7,412.46
149462,121280
126.28,205
73.8,243.54
78.72,1558
8562.44,13572.6
238.62,414.92
40.18,74.62
26.24,113.16
464.94,543.66
40940.1,40688.4
186.14,2292.72
24.6,172.2
5510.4,3562.9
41.82,134.48
1517,22094.1
1395.64,996.3
38.54,164
22554.1,14305.7
198.44,460.02
28181.8,14752.6
81.18,169.74
2026.22,8928.16
20107.2,66113.3
6035.2,10760
121605,127882
5346.4,21712.8
100.04,259.12
32.8,145.96
107.42,198.44
85.28,182.04
18327,11735
44207.8,51369.7
262143,262143
82101.7,78618.3
262143,262143
205,4011.44
94.3,149.24
1036.48,11644.8
239986,262143
407.54,9392.28
53.3,191.88
133969,194825
95.94,241.08
4732.22,2236.14
130.38,3013.5
122.18,262.4
132.02,230.42
117.26,509.22
938.08,2529.7
167.28,419.84
115.62,115.62
857.72,3635.06
173449,174854
109.88,190.24
11024.9,10751
146.78,274.7
91.02,319.8
113.16,216.48
91.84,164
70.52,237.8
123.82,230.42
149847,147086
347.68,12930.6
1075.84,4567.4
44625.2,36885.2
2125.44,18517.2
11669.4,5008.56
80.36,273.06
93.48,245.18
2568.24,31921.8
173.84,492.82
1454.68,10771.5
64.78,164
838.04,858.54
8.2,45.92
74.62,244.36
7.38,541.2
7931.04,9563.66
63.96,166.46
63108.8,62203.6
50.02,186.96
590.4,422.3
90.2,265.68
1345.62,23033
29757.8,22468
28602.4,63638.6
109.88,214.84
79075.9,90553.4
255825,262143
1097.16,26319.5
52.48,112.34
21.32,67.24
5448.9,8887.98
1758.9,23142.9
49.2,185.32
33564.2,42241.5
182099,200804
106.6,150.88
177.94,323.08
82,223.04
124.64,1017.62
119.72,248.46
528.08,686.34
48.38,217.3
152.52,386.22
90237.7,74442.9
151.7,326.36
88.56,203.36
5756.4,26796.8
95.12,200.08
117.26,243.54
2705.18,22096.5
132.84,270.6
158668,145038
1214.42,6468.98
3729.36,14338.5
1014.34,3609.64
131865,125670
168262,160753
64.78,906.1
207.46,312.42
332.92,2438.68
308.32,11070.8
115.62,241.08
78.72,185.32
177.12,318.98
583.02,5006.1
306.68,574
262143,255192
59.86,136.12
669.12,5086.46
1465.34,8450.92
111538,105942
262143,262143
40.18,93.48
149.24,620.74
93.48,199.26
121354,143844
493.64,9174.98
54.12,1274.28
203.36,527.26
64.78,204.18
90.2,170.56
77.08,474.78
7277.5,31110
1303.8,8100.78
173700,160018
53.3,206.64
117.26,254.2
267.32,404.26
98.4,226.32
44151.3,80273.9
18752.6,25410.2
10779.7,50125.8
34.44,381.3
156488,138752
168462,157307
130760,137883
30607.3,60331.5
592.04,9360.3
17.22,65.6
3166.02,35261.6
51.66,209.1
108.24,289.46
14266.4,36218.6
21242.9,14503.3
77.9,167.28
432.96,7654.7
547.76,10439.4
83.64,250.92
119.72,170.56
86.92,166.46
158.26,1936.84
141.86,543.66
400.98,906.1
42644.1,70892.3
12783,29703.7
92.66,271.42
18477.9,48212.7
100.04,255.02
2911.82,12104
112.34,224.68
159.9,145.14
88.56,244.36
170.56,414.1
332.92,9366.04
188.6,272.24
8643.62,32578.6
87.74,144.32
192536,184147
34894.3,13739.9
689.62,25969.4
8455.02,3141.42
198793,209726
117.26,1726.1
1432.54,27232.2
224353,240024
4485.4,7628.46
288.64,6511.62
159.9,259.12
97.58,275.52
107.42,268.14
89.38,167.28
9385.72,10958.5
52.48,152.52
62.32,483.8
51.66,173.02
91.02,241.9
20368.8,33632.3
32875.4,21866.1
1826.96,3234.08
87.74,147.6
879.04,497.74
2297.64,1495.68
431.32,386.22
1152.92,1611.3
105.78,296.02
109.06,250.1
229.6,4003.24
6670.7,10664.9
76.26,123.82
97.58,2687.14
249.28,1196.38
4084.42,24243.3
6434.54,2678.94
1022.54,7436.58
135.3,362.44
20.5,146.78
169146,131016
65.6,218.12
85.28,454.28
89.38,207.46
45423.1,42555.5
416.56,11427.5
275.52,5126.64
15987.5,73209.6
122.18,246
33715.9,66112.5
102.5,160.72
3056.14,10067.1
178601,180103
124.64,389.5
244767,262143
3.28,115.62
44245.6,46347.2
2687.96,8623.12
100.86,259.94
666.66,559.24
108.24,308.32
77.08,194.34
190.24,808.52
141.86,339.48
48059.4,51254.9
1353,2573.98
1958.16,15070.8
453.46,321.44
519.88,16987.1
67.24,277.16
277.16,292.74
54911.3,54418.5
82,149.24
100.86,419.02
11206.1,19230.6
77.9,241.08
109.88,264.86
136.12,517.42
86.1,259.12
63.14,135.3
180.4,244.36
585.48,14773.1
87.74,202.54
54.12,178.76
661.74,3037.28
863.46,26391.7
88.56,150.06
70.52,177.12
2042.62,16083.5
52894.1,52349.6
169.74,262.4
133516,112975
215231,214002
9849.02,11202.8
4035.22,3014.32
154202,138125
120920,105774
12612.4,4331.24
65.6,198.44
100.86,232.06
70599.5,53936.3
569.9,19224.1
147048,123162
514.14,17068.3
36517.9,22809.9
103.32,288.64
8435.34,9818.68
16442.6,9699.78
4338.62,18996.1
17744.8,29383.1
47.56,141.86
100.04,123
3813,5252.1
2251.72,16947.8
262143,262143
33990.6,46243.1
232.88,8355.8
48178.3,60672.6
111.52,186.14
1447.3,3243.1
13436.5,42175.1
107.42,1517
151.7,268.96
2451.8,3707.22
96.76,250.1
107.42,173.02
227.14,2956.92
18440.2,15677.6
16592.7,24061.3
262143,262143
362.44,8920.78
273.88,234.52
88.56,208.28
140.22,366.54
164507,166795
36.9,968.42
135280,139229
26959.1,11356.2
5188.14,30301.5
42.64,188.6
124.64,618.28
80.36,201.72
113.16,125.46
115.62,472.32
94.3,166.46
113415,116342
111.52,264.04
128.74,296.02
1152.1,1294.78
57.4,175.48
23855.4,33177.2
101.68,234.52
90.2,240.26
64.78,244.36
93.48,1007.78
135.3,279.62
58.22,687.16
104.96,226.32
102.5,246.82
21996.5,50459.5
125.46,239.44
238698,248717
9074.94,45031.1
104006,77433.4
68.88,225.5
86.92,614.18
68805.4,72846.3
4505.08,11060.2
95.12,239.44
166.46,424.76
108.24,209.92
66314.2,52066.7
71.34,260.76
98.4,264.04
4675.64,3308.7
115.62,190.24
76.26,247.64
4341.9,6200.02
122.18,1258.7
75.44,182.86
90916.7,83195.6
78.72,210.74
101.68,518.24
28477,36588.4
11831.8,27971
62872.7,38079.2
122.18,259.94
1558,8578.84
92.66,158.26
1981.12,4085.24
48883.5,85242.3
2126.26,5559.6
73.8,182.04
167.28,217.3
33447,33462.6
116.44,250.1
219.76,5407.08
79252.2,102803
51102.4,37820.9
30078.4,24080.9
113061,95065.1
83586.7,106324
138307,135266
36.08,169.74
262143,262143
22519.7,58790.7
183.68,460.84
270.6,633.04
167.28,988.1
77.9,291.1
1168.5,29700.4
369.82,1194.74
1411.22,1744.14
18894.4,31118.2
188.6,294.38
66600.4,44716.2
126.28,247.64
125818,103937
803.6,19270.8
145.96,289.46
183.68,243.54
8564.9,9335.7
4131.98,40642.5
1149.64,6432.08
343.58,506.76
710.12,675.68
91.84,222.22
124.64,255.02
40898.3,44212.8
576.46,11961.3
616.64,19120.8
77031.6,103281
881.5,23427.4
125.46,912.66
1617.04,26429.4
3647.36,28615.5
2908.54,14661.6
109.06,250.92
211591,215243
78.72,222.22
5762.96,28153.1
86.1,240.26
1207.04,13057.7
131125,102101
35528.1,37293.6
244.36,1313.64
267.32,364.08
56.58,183.68
64244.5,55459.1
73.8,206.64
253.38,387.86
157035,130283
85699.8,79569.5
29433.1,24222.8
487.08,12789.5
47370.6,59667.3
59.04,218.12
65.6,200.9
5922.04,6057.34
59.04,153.34
163.18,379.66
86.1,240.26
87.74,194.34
116.44,241.08
96.76,332.1
173.84,268.96
1372.68,22063.7
4892.12,48034
1094.7,14547.6
267.32,1865.5
154.98,405.9
57.4,163.18
31859.5,37211.6
93.48,139.4
166340,133119
952.84,2128.72
35179.6,39094.3
25.42,110.7
84.46,298.48
138205,135607
96.76,91.84
262143,262143
37376.4,41759.3
-3.28,100.04
19487.3,33670.8
20723,45534.6
316.52,1810.56
4772.4,1692.48
97.58,2366.52
279.62,769.16
11178.2,17060.1
-44.28,255.84
68.06,836.4
61717.3,117269
109.88,351.78
61.5,358.34
43682.2,56855.5
159176,168344
862.64,9003.6
2040.98,5823.64
16259.8,43485.4
32810.7,30238.3
50058.5,30431
18402.4,39076.3
2665,32546.6
1196.38,26027.6
72.16,218.12
92.66,236.98
49283.6,82369
154.16,300.94
7744.08,12491.9
186407,194474
691.26,20579.5
549.4,573.18
22450,27215.8
32275.2,21434.8
1827.78,970.88
89272.6,109591
1651.48,9404.58
46309.5,91228.3
82.82,205
243.54,1590.8
123.82,364.9
103.32,184.5
55655,56973.6
1608.02,11664.5
15890,22169.5
92.66,230.42
305.86,10741.2
1766.28,16063
39.36,223.86
98.4,151.7
2041.8,5478.42
962.68,14624.7
97.58,698.64
73.8,104.14
259.12,5241.44
71.34,93.48
147.6,1942.58
120.54,259.94
327.18,1938.48
131.2,225.5
100.04,280.44
1353,25266.7
71611.4,65282.7
38192.3,59868.2
19115,22430.3
1693.3,2740.44
2742.08,34169.4
5509.58,27789
298.48,23514.3
101801,100950
509.22,10496
12242.6,24591.8
78.72,195.98
39907.8,53536.2
94.3,193.52
79368.6,72575.7
55058.1,73286.7
80280.5,75734.4
247.64,9360.3
540.38,355.88
762.6,32284.2
245937,249342
51525.5,62287.2
118820,123387
153160,141355
45.1,58.22
53.3,431.32
118750,114329
37043.5,29490.5
40.18,136.94
1914.7,33341.2
11985.9,8251.66
177.12,4469
110.7,257.48
455.92,18562.3
4105.74,34229.3
71961.6,85385.8
68.06,164
100.04,219.76
741.28,9224.18
198.44,267.32
212706,214281
53.3,205.82
548.58,468.22
89.38,291.1
51.66,204.18
52.48,146.78
36.08,188.6
103.32,252.56
99.22,223.86
128683,119918
189.42,5600.6
551.04,25659.4
120.54,272.24
1754.8,1243.12
125749,115793
62207.7,53269.7
138.58,1076.66
72.98,259.12
144.32,358.34
838.86,14705.9
97629.2,76590.5
7749.82,6806
81.18,244.36
724.88,654.36
564.16,851.98
145.14,208.28
98.4,300.94
888.06,32818
293.56,595.32
3046.3,3896.64
319.8,666.66
74.62,146.78
331.28,10581.3
130.38,452.64
1908.14,663.38
154.98,337.84
95.12,197.62
2891.32,18272.9
12109.8,37529.8
706.84,686.34
46.74,187.78
1312.82,4803.56
400.98,430.5
8560.8,8199.18
15703.8,39971.7
72.98,281.26
134.48,418.2
40152.9,40487.5
86.1,165.64
665.84,11513.6
141.04,5284.9
32.8,136.12
123.82,314.88
1172.6,17504.5
67678.7,49357.4
144.32,1160.3
100795,100730
135.3,323.08
122.18,239.44
136.12,362.44
64.78,250.92
30481,15407
728.98,6585.42
967.6,12196.7
356.7,643.7
184.5,302.58
262143,262143
884.78,5941.72
25944.8,45698.6
49.2,198.44
91.84,241.08
29940.7,78502.7
106.6,236.16
9925.28,50931
537.92,301.76
88.56,200.9
106.6,1862.22
65.6,179.58
922.5,1489.12
1126.68,8121.28
86.1,121.36
3471.06,5120.08
39762.6,34799.2
149266,166372
1102.08,3260.32
103.32,229.6
156.62,318.98
155.8,911.84
6849.46,19619.3
135.3,282.9
697,11725.2
6377.96,37750.3
158235,147529
36.9,87.74
132.02,172.2
99.22,236.98
22915.7,68481.5
1671.98,24659
957.76,1900.76
450.18,1466.98
955.3,9833.44
45.1,168.1
2795.38,23940.7
661.74,9760.46
28272,10093.4
93.48,320.62
90.2,282.08
631.4,3769.54
40198,34422
1020.9,2548.56
56343,67039.9
1282.48,24959.2
111.52,299.3
40764.7,57113
6667.42,55669
22409.8,32422.8
115.62,186.96
10934.7,18181.9
1686.74,9383.26
726.52,5609.62
466.58,3898.28
9171.7,30746.7
79.54,168.92
31199.4,42584.2
291.1,9940.04
8703.48,4699.42
324.72,3354.62
132.02,289.46
113.16,307.5
8745.3,3876.96
33562.6,22587.7
6591.98,28617.2
10826.5,68256
2171.36,3992.58
84.46,232.06
67463,77127.6
110.7,2793.74
110.7,233.7
249.28,394.42
869.2,3954.04
61.5,128.74
89.38,205
323.08,6646.92
111.52,240.26
2077.06,6456.68
71.34,231.24
70861.9,48765.4
63.14,1097.98
54.94,231.24
14236.8,13425.9
1226.72,6246.76
87.74,230.42
50.02,9607.12
134.48,280.44
978.26,23093.7
1279.2,1658.86
81.18,182.86
181.22,217.3
211.56,323.9
47.56,177.12
119702,132299
1640.82,23199.4
20217.1,53770.7
154.98,174.66
2259.1,38081.6
198400,217535
138.58,251.74
90.2,1553.08
87.74,197.62
541.2,1779.4
102174,102139
221.4,868.38
2383.74,7184.02
372.28,3326.74
132.02,355.88
236259,262143
135.3,280.44
45.1,209.1
112.34,265.68
423.94,1019.26
1273.46,2449.34
267.32,410.82
153.34,237.8
179.58,358.34
2333.72,5165.18
39.36,162.36
89.38,259.12
76.26,2167.26
21474.2,12849.4
41.82,147.6
261.58,566.62
270.6,9378.34
7427.56,36051.3
6867.5,6768.28
88.56,257.48
359.98,2969.22
85.28,236.16
171.38,403.44
1047.96,5221.76
720.78,2929.86
115244,129049
105.78,205
60.68,271.42
57.4,214.02
205.82,3670.32
72.16,161.54
159.08,164
129.56,225.5
29701.2,53341
121.36,378.84
72.16,214.02
110.7,177.12
142.68,291.1
1584.24,18068.7
70213.3,66711.1
71.34,292.74
28918.9,34820.5
2523.96,3110.26
11347.2,5235.7
49.2,190.24
1935.2,19903.9
423.94,351.78
2807.68,44675.2
65112.1,60555.4
6990.5,5962.22
499.38,1330.86
70.52,187.78
70.52,95.94
5468.58,21509.4
112.34,699.46
1332.5,10185.2
296.02,7306.2
108.24,243.54
144.32,255.02
76.26,137.76
19651.3,33847.1
751.94,5086.46
109.88,277.98
52452.9,56313.5
115.62,180.4
922.5,588.76
46718.7,29732.4
55832.2,92166.4
20.5,181.22
4036.86,26263
59.86,109.88
128371,114124
80.36,172.2
154.16,3015.14
4713.36,8593.6
48.38,155.8
223.86,10254.9
262143,262143
115772,116142
89.38,222.22
9861.32,20045.7
207494,190381
1939.3,4222.18
32.8,162.36
57313.1,56949
1283.3,592.04
43.46,102.5
215.66,2933.14
82.82,230.42
61.5,208.28
182.04,2176.28
171450,172632
29.52,182.86
171.38,300.94
534.64,16285.2
129.56,2110.68
132.84,4276.3
51720.7,56885.9
33.62,149.24
578.92,21669.3
170685,158086
62.32,164.82
127005,128975
33.62,204.18
83.64,190.24
36.9,86.92
211.56,2278.78
870.84,5015.12
9.84,153.34
36.9,203.36
20493.4,9721.92
60238,87771.2
50.84,237.8
44.28,151.7
5079.9,3295.58
87.74,182.04
14929.7,10514
455.92,603.52
13780.1,12856.8
128166,124907
104.96,249.28
41,138.58
47798.6,32517.9
124.64,1220.16
100.04,152.52
123,969.24
452.64,2720.76
1646.56,918.4
152.52,265.68
110.7,617.46
9638.28,13416.8
113.16,235.34
159.9,259.12
95.12,207.46
3174.22,11990
76.26,268.14
73.8,428.04
7647.32,4996.26
897.08,18983.8
27.06,1351.36
181325,225707
67192.4,56314.3
101.68,250.92
2892.96,20252.4
103.32,238.62
5768.7,16305.7
1344.8,22971.5
3498.94,22223.6
118.08,261.58
17981,33369.1
1808.1,34198.1
68253.5,61937.1
23141.2,29400.3
1073.38,4023.74
57980.6,82802
334.56,9172.52
134242,129202
174653,163593
58.22,250.92
81.18,177.12
100.86,241.9
125473,103089
100.04,185.32
734.72,838.04
53182.7,61586.9
141.86,2183.66
141.86,212.38
3953.22,18904.3
273.88,508.4
1061.9,25648.8
138.58,460.02
129.56,239.44
143.5,292.74
169.74,250.92
109.88,242.72
216.48,10468.1
144.32,730.62
396.88,7419.36
14354.1,31010.8
81.18,110.7
134.48,250.92
1717.9,22267.1
678.96,7568.6
63256.4,63047.3
974.16,11200.4
53217.2,51317.2
682.24,5156.16
93.48,263.22
262143,262143
55.76,227.14
237.8,11229.1
145188,135385
2081.98,5065.14
2775.7,2190.22
7847.4,8796.14
50.84,103.32
756.86,3051.22
262143,262143
50.84,220.58
203.36,10469.8
44.28,189.42
88.56,215.66
8451.74,5932.7
365.72,4368.14
94.3,192.7
123,256.66
590.4,3000.38
19602.1,7869.54
59.04,158.26
51093.4,69321.2
782.28,22309.7
2421.46,22050.6
29861.9,21721
221.4,4582.98
91.84,209.92
104.96,276.34
194.34,369
1566.2,12078.6
129.56,327.18
95.94,611.72
77.08,232.88
133.66,244.36
4346.82,5244.72
1694.12,1917.16
648.62,795.4
105.78,254.2
114.8,172.2
200.9,537.92
35620,25092
7689.96,13242.2
13928.5,50690.8
84.46,188.6
246.82,956.94
858.54,6444.38
2142.66,17675.9
187.78,373.92
157.44,469.04
91.84,240.26
141.04,245.18
227126,247365
223898,213404
228.78,233.7
113.16,243.54
751.12,20828
132209,120881
121.36,255.02
17130.6,12105.7
53976.5,40040.6
33378.9,40523.6
70.52,198.44
25912.8,34567.9
51.66,282.9
79.54,216.48
227603,255861
1670.34,3254.58
15.58,113.98
277.16,272.24
15422.6,34715.5
2634.66,31449.5
31722.5,19689.8
7108.58,11599.7
262143,262143
109.06,1606.38
959.4,7823.62
2312.4,4551
3021.7,19088
216551,187230
128.74,259.94
534.64,1094.7
138.58,946.28
4225.46,28171.9
64.78,271.42
533,7181.56
192.7,334.56
168.92,1082.4
281.26,4701.06
168.1,338.66
10500.1,29058.3
302.58,2040.98
163.18,328.82
159.9,237.8
205.82,5020.04
127.1,206.64
120.54,198.44
89014.3,87496.5
94.3,212.38
2999.56,2757.66
1329.22,12897.8
30474.5,23069.9
110.7,225.5
22691,48008.5
87226.7,108980
582.2,5260.3
3769.54,21010
215.66,929.06
1778.58,10606.7
6655.12,8156.54
132.02,165.64
262143,262143
127.92,394.42
22099.8,21136.3
586.3,15234.8
85.28,246
406.72,4267.28
89.38,196.8
5838.4,15339.7
8361.54,50599.7
281.26,12564
166036,184870
61.5,269.78
173.84,378.84
95.94,159.08
5624.38,2809.32
19434,16049
18.04,130.38
381.3,2292.72
2127.08,3941.74
82.82,223.04
26.24,172.2
459.2,314.06
82.82,173.84
64.78,95.94
27.06,171.38
1439.1,24310.5
30707.4,23793.1
430.5,346.04
114242,102147
1206.22,15836.7
928.24,15583.3
64.78,167.28
255042,256824
27.88,115.62
22451.6,18102.3
5208.64,6773.2
3328.38,29673.3
1770.38,5043.82
2970.86,20232.7
52259.4,43534.6
289.46,9387.36
22054.7,19464.3
81.18,241.9
4181.18,3635.88
2525.6,22472.9
77.9,197.62
263.22,446.9
92.66,277.16
100.86,270.6
55189.3,51878.9
171.38,1733.48
6555.9,28302.3
38804.9,47592.8
1620.32,5476.78
24515.5,41524.8
234297,256195
403.44,2466.56
157.44,3054.5
-4.1,402.62
15079.8,27975.1
427.22,559.24
29.52,63.14
262143,262143
76.26,236.16
214.84,4298.44
29624.1,55757.5
119796,103440
479.7,23443
225.5,854.44
109705,111156
3816.28,22491
622.38,3652.28
53.3,113.16
313.24,249.28
5990.1,18760
63.14,101.68
52.48,167.28
83.64,237.8
24139.2,20852.6
107623,118366
553.5,12008.1
7635.02,5468.58
104378,82837.2
39.36,257.48
4400.94,30058.7
151.7,4036.04
47.56,165.64
74321.5,64041.2
177.94,3787.58
11342.2,33427.3
203269,227697
264.04,1407.12
476.42,7780.98
85428.4,56739.1
57.4,128.74
29.52,140.22
549.4,2108.22
55.76,187.78
125.46,284.54
146.78,373.92
83.64,190.24
164.82,306.68
159105,172532
8201.64,22727.1
2455.08,5900.72
65118.7,90601
861,4519.02
100.04,3007.76
14933.8,41556
86.92,254.2
136.94,361.62
150.06,290.28
6556.72,29929.2
100.04,232.06
101.68,250.92
9571.86,15498
26406.5,57289.3
5520.24,3740.84
113850,102692
75.44,177.94
8032.72,31074.7
131.2,329.64
185427,186995
378.02,11750.6
1977.84,25047.7
87118.4,71286.7
66.42,116.44
63.14,131.2
153.34,248.46
12498.4,7307.84
151047,159290
240538,262143
160.72,342.76
80.36,162.36
60147.8,66939.1
3442.36,5539.1
31506,71226.8
192386,187921
29505.2,14377.1
65.6,164
473.96,3008.58
4584.62,48888.4
113621,139054
251.74,11090.5
31.98,122.18
88.56,331.28
141899,124957
212.38,359.98
6296.78,44918
578.1,20051.5
306.68,3283.28
59.04,92.66
61.5,113.16
136655,143908
597.78,6655.94
977.44,16741.1
474.78,9148.74
2341.92,27755.4
1591.62,1462.88
43080.3,56171.6
244.36,654.36
223.86,5647.34
7252.9,34065.3
191.06,222.22
86.1,244.36
176270,178371
145.96,263.22
557.6,25879.2
73.8,113.16
38863.9,20946.1
3863.84,3375.12
317.34,6938.84
11.48,50.84
669.94,16897.7
114688,90915
106.6,297.66
727.34,18010.5
198925,196692
133.66,339.48
62242.1,67303.1
66.42,165.64
39838.1,43080.3
104.96,191.06
199.26,1047.96
94.3,186.96
196.8,4925.74
5502.2,31086.2
102.5,203.36
88.56,113.98
74.62,94.3
657.64,855.26
104.96,204.18
97.58,209.1
113.16,242.72
34378.5,77223.5
1333.32,31038.6
692.08,21430.7
108.24,1305.44
167.28,2282.06
262143,262143
137.76,232.88
93.48,180.4
152.52,282.9
25625,19469.3
108586,124605
1348.08,20575.4
86.92,223.86
261.58,246.82
408.36,2290.26
68.06,725.7
124.64,411.64
137.76,313.24
110059,110940
63423.7,40894.2
117.26,313.24
980.72,2390.3
131.2,287.82
1853.2,4151.66
505.12,354.24
135236,131341
875.76,4551.82
82,531.36
173.84,2743.72
2313.22,34704
970.88,2033.6
192.7,628.94
6995.42,8354.16
127.92,195.98
926.6,2432.12
960.22,3488.28
205.82,542.84
103.32,187.78
242036,262143
33843,26600
107521,82257.5
75.44,191.06
109.88,298.48
71.34,2327.16
238.62,348.5
212.38,332.1
