Comp-FITC-A,Comp-Texas Red-A,
632,439,1.439635535
453,632,0.716772152
575,608,0.945723684
253,233,1.08583691
257,247,1.04048583
250,241,1.037344398
1023,926,1.10475162
699,702,0.995726496
241,241,1
282,264,1.068181818
329,294,1.119047619
431,664,0.649096386
252,242,1.041322314
1023,797,1.283563363
271,250,1.084
273,248,1.100806452
253,239,1.058577406
288,279,1.032258065
439,502,0.874501992
257,247,1.04048583
271,257,1.054474708
977,820,1.191463415
1021,876,1.165525114
697,594,1.173400673
316,281,1.12455516
263,248,1.060483871
263,251,1.047808765
266,249,1.068273092
399,470,0.84893617
301,276,1.09057971
286,261,1.095785441
594,650,0.913846154
298,549,0.5428051
272,247,1.101214575
245,237,1.033755274
275,410,0.670731707
262,251,1.043824701
621,651,0.953917051
316,445,0.71011236
260,259,1.003861004
281,356,0.789325843
267,252,1.05952381
667,404,1.650990099
315,571,0.551663748
275,269,1.022304833
243,232,1.047413793
263,244,1.077868852
823,643,1.279937792
1023,885,1.155932203
257,249,1.032128514
273,258,1.058139535
252,246,1.024390244
247,243,1.016460905
811,569,1.425307557
640,672,0.952380952
250,250,1
288,255,1.129411765
254,246,1.032520325
248,244,1.016393443
1023,886,1.15462754
931,758,1.22823219
252,236,1.06779661
317,582,0.54467354
254,239,1.062761506
265,259,1.023166023
307,531,0.578154426
269,286,0.940559441
251,243,1.032921811
257,252,1.01984127
256,250,1.024
278,251,1.107569721
438,693,0.632034632
618,393,1.572519084
306,373,0.820375335
429,384,1.1171875
260,318,0.817610063
678,574,1.181184669
680,401,1.695760599
269,300,0.896666667
265,244,1.086065574
265,246,1.077235772
280,269,1.040892193
902,819,1.101343101
1018,828,1.229468599
256,249,1.02811245
247,244,1.012295082
417,368,1.133152174
342,299,1.143812709
743,707,1.050919378
271,248,1.092741935
262,274,0.95620438
1014,859,1.180442375
411,694,0.59221902
265,247,1.072874494
274,253,1.083003953
728,711,1.023909986
265,252,1.051587302
854,733,1.165075034
788,637,1.237048666
263,260,1.011538462
903,804,1.123134328
263,252,1.043650794
252,242,1.041322314
724,626,1.156549521
285,276,1.032608696
300,246,1.219512195
268,255,1.050980392
1023,807,1.267657993
374,546,0.684981685
273,455,0.6
329,566,0.581272085
909,791,1.149178255
485,470,1.031914894
242,244,0.991803279
441,669,0.659192825
262,248,1.056451613
972,711,1.367088608
242,238,1.016806723
259,243,1.065843621
249,241,1.033195021
296,263,1.125475285
892,717,1.244072524
355,300,1.183333333
987,830,1.189156627
836,792,1.055555556
310,288,1.076388889
307,280,1.096428571
339,293,1.156996587
558,579,0.96373057
326,362,0.900552486
470,632,0.743670886
465,391,1.189258312
265,248,1.068548387
329,273,1.205128205
305,480,0.635416667
750,743,1.009421265
253,239,1.058577406
259,244,1.06147541
714,625,1.1424
918,765,1.2
540,381,1.417322835
1001,850,1.177647059
253,239,1.058577406
390,321,1.214953271
278,260,1.069230769
552,334,1.652694611
282,540,0.522222222
1008,793,1.27112232
851,684,1.244152047
783,701,1.116975749
244,251,0.972111554
297,275,1.08
251,259,0.969111969
233,239,0.974895397
294,461,0.637744035
272,261,1.042145594
446,642,0.69470405
246,245,1.004081633
896,691,1.296671491
311,264,1.178030303
281,525,0.535238095
505,631,0.800316957
256,240,1.066666667
772,571,1.352014011
812,650,1.249230769
720,661,1.089258699
442,299,1.47826087
281,264,1.064393939
865,658,1.314589666
462,445,1.038202247
798,522,1.528735632
243,244,0.995901639
482,385,1.251948052
278,254,1.094488189
265,253,1.04743083
262,287,0.912891986
276,248,1.112903226
246,242,1.016528926
255,478,0.533472803
256,243,1.053497942
964,781,1.234314981
709,612,1.158496732
921,761,1.210249671
278,268,1.037313433
934,659,1.417298938
247,242,1.020661157
301,270,1.114814815
281,277,1.014440433
268,252,1.063492063
1023,905,1.13038674
244,244,1
998,860,1.160465116
234,235,0.995744681
626,696,0.899425287
342,483,0.708074534
875,707,1.237623762
252,240,1.05
935,728,1.284340659
259,245,1.057142857
336,543,0.61878453
271,258,1.050387597
303,264,1.147727273
270,256,1.0546875
1023,949,1.077976818
452,478,0.945606695
589,613,0.960848287
757,658,1.150455927
820,557,1.472172352
1013,860,1.177906977
294,542,0.542435424
259,324,0.799382716
724,623,1.16211878
883,775,1.139354839
616,481,1.280665281
262,264,0.992424242
242,240,1.008333333
528,642,0.822429907
1014,887,1.143179256
270,250,1.08
283,376,0.752659574
330,430,0.76744186
406,528,0.768939394
943,761,1.239159001
246,233,1.055793991
966,741,1.303643725
268,248,1.080645161
287,585,0.490598291
260,241,1.078838174
271,320,0.846875
433,379,1.142480211
322,507,0.635108481
856,743,1.152086137
316,278,1.136690647
916,734,1.247956403
527,727,0.724896836
328,240,1.366666667
784,664,1.180722892
252,255,0.988235294
294,256,1.1484375
248,237,1.046413502
832,690,1.205797101
695,424,1.639150943
582,645,0.902325581
693,322,2.152173913
753,653,1.153139357
762,388,1.963917526
284,249,1.140562249
257,246,1.044715447
252,244,1.032786885
349,251,1.390438247
304,514,0.591439689
252,239,1.054393305
562,677,0.830132939
767,558,1.374551971
1023,949,1.077976818
864,728,1.186813187
250,242,1.033057851
544,550,0.989090909
257,250,1.028
260,383,0.678851175
586,685,0.855474453
590,629,0.93799682
265,245,1.081632653
256,239,1.071129707
989,773,1.279430789
257,244,1.053278689
278,263,1.057034221
997,820,1.215853659
603,546,1.104395604
402,549,0.732240437
500,723,0.691562932
274,250,1.096
612,247,2.477732794
986,781,1.262483995
839,595,1.410084034
477,302,1.579470199
1023,876,1.167808219
361,493,0.732251521
273,249,1.096385542
262,247,1.060728745
244,247,0.987854251
245,240,1.020833333
257,241,1.066390041
321,270,1.188888889
262,253,1.035573123
275,258,1.065891473
259,244,1.06147541
254,245,1.036734694
858,694,1.236311239
252,246,1.024390244
347,391,0.887468031
331,294,1.12585034
277,268,1.03358209
269,252,1.067460317
272,254,1.070866142
299,543,0.550644567
996,808,1.232673267
946,776,1.219072165
241,234,1.02991453
242,237,1.021097046
259,246,1.052845528
257,245,1.048979592
266,246,1.081300813
249,237,1.050632911
251,250,1.004
261,253,1.031620553
384,591,0.649746193
259,407,0.636363636
274,265,1.033962264
464,720,0.644444444
250,237,1.054852321
892,722,1.235457064
505,684,0.738304094
254,242,1.049586777
1018,844,1.206161137
261,335,0.779104478
701,570,1.229824561
281,254,1.106299213
257,246,1.044715447
240,235,1.021276596
265,247,1.072874494
257,245,1.048979592
840,656,1.280487805
1023,909,1.125412541
531,730,0.72739726
260,279,0.931899642
261,246,1.06097561
314,264,1.189393939
291,567,0.513227513
426,260,1.638461538
263,312,0.842948718
265,249,1.064257028
249,246,1.012195122
390,629,0.620031797
806,703,1.146514936
278,249,1.116465863
387,589,0.65704584
345,293,1.177474403
246,240,1.025
255,243,1.049382716
829,739,1.121786198
1023,898,1.139198218
427,646,0.660990712
694,754,0.920424403
277,249,1.112449799
953,749,1.272363151
294,268,1.097014925
982,816,1.203431373
328,286,1.146853147
742,645,1.150387597
256,243,1.053497942
975,793,1.229508197
340,463,0.734341253
254,251,1.011952191
654,620,1.05483871
297,275,1.08
335,634,0.528391167
934,687,1.359534207
339,266,1.27443609
272,400,0.68
261,274,0.952554745
1023,886,1.15462754
436,676,0.644970414
796,637,1.249607535
276,369,0.74796748
389,323,1.204334365
259,246,1.052845528
271,285,0.950877193
510,660,0.772727273
410,538,0.762081784
253,246,1.028455285
256,261,0.980842912
1023,716,1.42877095
492,691,0.712011577
286,297,0.962962963
301,261,1.153256705
249,242,1.02892562
473,382,1.238219895
246,240,1.025
461,632,0.72943038
1023,770,1.328571429
253,249,1.016064257
726,758,0.957783641
333,634,0.525236593
270,275,0.981818182
256,239,1.071129707
323,501,0.644710579
266,245,1.085714286
974,825,1.180606061
259,250,1.036
367,342,1.073099415
504,644,0.782608696
481,388,1.239690722
252,248,1.016129032
303,260,1.165384615
260,255,1.019607843
275,256,1.07421875
329,281,1.170818505
433,598,0.724080268
679,518,1.310810811
560,590,0.949152542
1022,980,1.042857143
235,235,1
509,536,0.949626866
804,780,1.030769231
250,240,1.041666667
248,244,1.016393443
686,529,1.296786389
247,248,0.995967742
344,322,1.068322981
245,241,1.01659751
259,251,1.03187251
299,315,0.949206349
258,247,1.044534413
287,265,1.083018868
259,251,1.03187251
260,246,1.056910569
284,450,0.631111111
966,782,1.235294118
480,681,0.704845815
626,362,1.729281768
462,372,1.241935484
259,312,0.830128205
368,683,0.538799414
329,281,1.170818505
517,656,0.788109756
308,275,1.12
334,254,1.31496063
255,246,1.036585366
794,599,1.325542571
411,602,0.682724252
1023,897,1.140468227
885,742,1.192722372
307,274,1.120437956
278,245,1.134693878
1023,934,1.095289079
261,244,1.069672131
865,739,1.170500677
538,734,0.732970027
279,258,1.081395349
345,392,0.880102041
277,249,1.112449799
453,643,0.704510109
263,252,1.043650794
583,571,1.021015762
292,630,0.463492063
313,267,1.172284644
1023,942,1.085987261
267,470,0.568085106
259,249,1.040160643
275,250,1.1
373,668,0.558383234
292,306,0.954248366
270,343,0.787172012
252,241,1.045643154
383,615,0.622764228
329,339,0.970501475
315,286,1.101398601
950,771,1.232166018
365,541,0.674676525
505,701,0.720399429
269,244,1.102459016
282,306,0.921568627
330,275,1.2
386,559,0.690518784
253,245,1.032653061
298,270,1.103703704
290,262,1.106870229
766,647,1.183925811
340,565,0.601769912
259,239,1.083682008
324,292,1.109589041
271,255,1.062745098
530,535,0.990654206
260,242,1.074380165
252,243,1.037037037
246,250,0.984
461,388,1.18814433
491,741,0.662618084
982,822,1.194647202
261,254,1.027559055
254,243,1.04526749
256,244,1.049180328
290,252,1.150793651
641,639,1.00312989
453,617,0.734197731
371,601,0.617304493
291,311,0.935691318
869,644,1.349378882
1009,857,1.177362894
268,299,0.89632107
735,631,1.16481775
246,238,1.033613445
1023,902,1.134146341
296,265,1.116981132
249,241,1.033195021
276,255,1.082352941
810,526,1.539923954
341,599,0.569282137
286,266,1.07518797
255,402,0.634328358
245,242,1.012396694
815,693,1.176046176
1022,959,1.065693431
277,260,1.065384615
323,290,1.113793103
751,569,1.319859402
515,592,0.869932432
425,336,1.264880952
274,257,1.06614786
311,272,1.143382353
268,245,1.093877551
376,636,0.591194969
1023,918,1.114379085
300,262,1.145038168
449,377,1.190981432
293,457,0.641137856
252,249,1.012048193
718,603,1.190713101
667,549,1.214936248
278,264,1.053030303
900,766,1.174934726
251,253,0.992094862
253,245,1.032653061
922,679,1.357879234
912,715,1.275524476
862,739,1.166441137
820,672,1.220238095
246,241,1.020746888
813,565,1.438938053
267,253,1.055335968
555,290,1.913793103
240,240,1
257,254,1.011811024
257,249,1.032128514
266,261,1.019157088
253,246,1.028455285
498,519,0.959537572
248,241,1.029045643
1023,921,1.110749186
917,664,1.381024096
489,272,1.797794118
905,672,1.34672619
250,241,1.037344398
256,522,0.490421456
244,241,1.012448133
385,336,1.145833333
253,250,1.012
668,685,0.975182482
260,249,1.044176707
313,273,1.146520147
259,250,1.036
241,237,1.016877637
257,241,1.066390041
246,245,1.004081633
951,734,1.295640327
267,248,1.076612903
268,347,0.772334294
296,273,1.084249084
313,295,1.061016949
955,772,1.237046632
777,685,1.134306569
246,240,1.025
249,237,1.050632911
260,249,1.044176707
330,283,1.166077739
816,688,1.186046512
284,325,0.873846154
934,745,1.253691275
361,457,0.789934354
386,653,0.591117917
271,250,1.084
1023,927,1.103559871
264,246,1.073170732
850,632,1.344936709
264,336,0.785714286
284,549,0.517304189
500,669,0.747384155
582,320,1.81875
342,461,0.74186551
246,251,0.980079681
656,704,0.931818182
305,283,1.077738516
294,260,1.130769231
1023,938,1.090618337
321,614,0.522801303
260,249,1.044176707
878,692,1.268786127
485,723,0.670816044
259,248,1.044354839
412,350,1.177142857
279,259,1.077220077
254,240,1.058333333
249,240,1.0375
654,601,1.088186356
897,754,1.189655172
253,240,1.054166667
293,432,0.678240741
804,762,1.05511811
328,273,1.201465201
266,247,1.076923077
264,408,0.647058824
255,337,0.756676558
276,260,1.061538462
337,428,0.787383178
283,267,1.059925094
246,242,1.016528926
400,686,0.583090379
392,434,0.903225806
447,647,0.690880989
287,260,1.103846154
811,746,1.087131367
278,270,1.02962963
802,657,1.220700152
325,296,1.097972973
280,250,1.12
353,653,0.54058193
266,252,1.055555556
967,812,1.1908867
1023,894,1.144295302
344,298,1.154362416
269,294,0.914965986
750,505,1.485148515
432,583,0.740994854
244,239,1.020920502
443,389,1.138817481
259,247,1.048582996
261,254,1.027559055
531,666,0.797297297
930,761,1.222076216
253,246,1.028455285
624,287,2.174216028
531,645,0.823255814
381,492,0.774390244
859,692,1.24132948
257,247,1.04048583
257,247,1.04048583
286,261,1.095785441
310,273,1.135531136
308,484,0.636363636
897,746,1.202412869
268,248,1.080645161
844,639,1.320813772
610,386,1.580310881
1023,785,1.303184713
236,236,1
481,635,0.757480315
370,422,0.876777251
1023,914,1.119256018
257,254,1.011811024
258,251,1.027888446
873,679,1.285714286
441,669,0.659192825
255,239,1.066945607
278,268,1.037313433
284,271,1.04797048
826,716,1.153631285
249,245,1.016326531
282,256,1.1015625
251,244,1.028688525
627,713,0.879382889
285,348,0.818965517
638,397,1.607052897
253,247,1.024291498
255,244,1.045081967
456,662,0.688821752
259,254,1.019685039
284,349,0.813753582
343,537,0.638733706
258,242,1.066115702
259,248,1.044354839
286,450,0.635555556
252,251,1.003984064
263,247,1.064777328
271,266,1.018796992
1006,826,1.217917676
850,750,1.133333333
255,253,1.007905138
724,421,1.719714964
345,671,0.514157973
298,253,1.177865613
242,248,0.975806452
829,716,1.157821229
823,763,1.078636959
260,272,0.955882353
910,706,1.288951841
275,311,0.884244373
256,236,1.084745763
243,240,1.0125
909,619,1.468497577
281,422,0.665876777
271,251,1.079681275
355,303,1.171617162
1023,880,1.1625
860,740,1.162162162
245,238,1.029411765
257,245,1.048979592
579,384,1.5078125
248,238,1.042016807
262,250,1.048
493,592,0.83277027
340,292,1.164383562
269,527,0.510436433
640,523,1.223709369
259,243,1.065843621
273,243,1.12345679
258,240,1.075
1023,876,1.167808219
290,270,1.074074074
259,243,1.065843621
254,409,0.621026895
347,255,1.360784314
756,490,1.542857143
291,298,0.976510067
1001,797,1.255959849
255,246,1.036585366
238,235,1.012765957
336,651,0.516129032
345,497,0.69416499
271,446,0.607623318
262,246,1.06504065
280,257,1.089494163
307,558,0.550179211
257,253,1.015810277
1015,818,1.240831296
287,484,0.592975207
272,247,1.101214575
408,332,1.228915663
262,251,1.043824701
275,256,1.07421875
266,524,0.507633588
277,260,1.065384615
284,274,1.03649635
1022,1018,1.003929273
261,251,1.039840637
879,683,1.286969253
266,246,1.081300813
1022,963,1.061266874
253,238,1.06302521
268,262,1.022900763
654,383,1.707571802
266,248,1.072580645
948,771,1.229571984
915,684,1.337719298
255,242,1.053719008
348,384,0.90625
603,576,1.046875
274,244,1.12295082
285,331,0.86102719
390,670,0.582089552
271,259,1.046332046
334,569,0.586994728
249,238,1.046218487
382,520,0.734615385
261,244,1.069672131
264,248,1.064516129
427,686,0.62244898
254,245,1.036734694
274,275,0.996363636
303,540,0.561111111
841,732,1.148907104
791,720,1.098611111
281,251,1.119521912
387,316,1.224683544
892,678,1.315634218
864,755,1.144370861
361,530,0.681132075
274,256,1.0703125
244,245,0.995918367
366,608,0.601973684
1019,845,1.20591716
259,244,1.06147541
763,422,1.808056872
1023,871,1.174512055
290,441,0.657596372
251,242,1.037190083
297,271,1.095940959
584,432,1.351851852
925,767,1.205997392
407,294,1.384353741
954,777,1.227799228
379,327,1.159021407
250,238,1.050420168
853,658,1.296352584
250,242,1.033057851
254,242,1.049586777
282,266,1.060150376
262,251,1.043824701
321,285,1.126315789
265,256,1.03515625
254,243,1.04526749
258,244,1.057377049
254,477,0.532494759
252,274,0.919708029
292,262,1.114503817
499,730,0.683561644
290,242,1.198347107
706,526,1.342205323
330,276,1.195652174
674,642,1.049844237
245,238,1.029411765
262,252,1.03968254
271,252,1.075396825
312,269,1.159851301
255,280,0.910714286
1003,831,1.206979543
269,518,0.519305019
297,411,0.722627737
482,479,1.006263048
924,684,1.350877193
276,252,1.095238095
1023,894,1.144295302
843,766,1.100522193
793,623,1.272873194
678,394,1.720812183
405,401,1.009975062
350,578,0.605536332
745,726,1.026170799
261,256,1.01953125
277,277,1
251,247,1.016194332
319,291,1.096219931
627,638,0.982758621
362,307,1.179153094
768,626,1.226837061
564,477,1.182389937
527,728,0.723901099
408,657,0.621004566
324,549,0.590163934
263,267,0.985018727
415,412,1.007281553
370,637,0.580847724
252,249,1.012048193
563,742,0.758760108
337,531,0.634651601
259,255,1.015686275
265,250,1.06
978,772,1.266839378
251,243,1.032921811
572,393,1.455470738
869,641,1.355694228
249,240,1.0375
251,243,1.032921811
279,264,1.056818182
836,726,1.151515152
880,689,1.277213353
296,473,0.625792812
393,512,0.767578125
853,687,1.241630277
299,317,0.943217666
408,313,1.303514377
265,249,1.064257028
284,275,1.032727273
348,258,1.348837209
254,245,1.036734694
632,582,1.085910653
1023,850,1.203529412
277,253,1.09486166
494,694,0.711815562
270,249,1.084337349
255,247,1.032388664
273,268,1.018656716
258,242,1.066115702
253,239,1.058577406
860,758,1.134564644
437,418,1.045454545
713,672,1.061011905
507,706,0.718130312
365,531,0.687382298
269,250,1.076
265,244,1.086065574
367,248,1.47983871
326,271,1.20295203
330,575,0.573913043
981,659,1.48861912
729,680,1.072058824
244,239,1.020920502
1022,1018,1.003929273
458,548,0.835766423
323,417,0.774580336
370,674,0.548961424
281,454,0.618942731
578,532,1.086466165
266,248,1.072580645
1005,821,1.224116931
244,238,1.025210084
1023,878,1.165148064
254,242,1.049586777
892,716,1.245810056
795,671,1.184798808
740,497,1.488933602
901,731,1.23255814
347,539,0.643784787
256,346,0.739884393
426,282,1.510638298
1023,899,1.137931034
245,237,1.033755274
328,581,0.56454389
757,573,1.321116928
887,761,1.165571616
263,243,1.082304527
481,640,0.7515625
245,237,1.033755274
259,244,1.06147541
255,245,1.040816327
263,350,0.751428571
344,249,1.381526104
249,247,1.008097166
269,257,1.046692607
398,684,0.581871345
401,651,0.615975422
263,253,1.039525692
253,241,1.049792531
299,558,0.535842294
696,743,0.936742934
269,268,1.003731343
329,317,1.03785489
251,246,1.020325203
311,267,1.164794007
271,251,1.079681275
277,249,1.112449799
305,510,0.598039216
256,244,1.049180328
307,578,0.531141869
1023,870,1.175862069
777,675,1.151111111
275,249,1.104417671
874,712,1.22752809
254,248,1.024193548
251,243,1.032921811
747,618,1.208737864
391,554,0.705776173
753,629,1.197138315
915,718,1.274373259
278,265,1.049056604
280,242,1.157024793
273,254,1.07480315
917,740,1.239189189
291,255,1.141176471
389,518,0.750965251
550,272,2.022058824
404,265,1.524528302
245,237,1.033755274
616,413,1.491525424
340,544,0.625
249,243,1.024691358
913,510,1.790196078
970,751,1.291611185
249,242,1.02892562
264,245,1.07755102
727,449,1.619153675
244,235,1.038297872
299,261,1.14559387
292,265,1.101886792
358,612,0.58496732
803,780,1.029487179
341,447,0.762863535
268,250,1.072
814,578,1.408304498
271,247,1.097165992
248,241,1.029045643
315,281,1.120996441
242,234,1.034188034
268,252,1.063492063
332,475,0.698947368
254,244,1.040983607
282,255,1.105882353
422,549,0.76867031
600,712,0.842696629
474,704,0.673295455
292,572,0.51048951
277,255,1.08627451
232,230,1.008695652
266,243,1.094650206
255,251,1.015936255
261,266,0.981203008
270,264,1.022727273
1023,899,1.137931034
850,687,1.237263464
737,447,1.648769575
770,680,1.132352941
806,807,0.998760843
643,500,1.286
1023,926,1.10475162
750,574,1.306620209
382,630,0.606349206
255,281,0.90747331
263,247,1.064777328
242,238,1.016806723
343,605,0.566942149
256,244,1.049180328
266,259,1.027027027
242,240,1.008333333
254,242,1.049586777
249,241,1.033195021
311,301,1.033222591
319,258,1.236434109
245,247,0.991902834
251,246,1.020325203
266,261,1.019157088
494,317,1.558359621
734,683,1.074670571
250,242,1.033057851
280,263,1.064638783
267,251,1.06374502
892,746,1.195710456
247,239,1.033472803
246,236,1.042372881
436,642,0.679127726
330,290,1.137931034
364,293,1.242320819
735,649,1.132511556
560,535,1.046728972
305,262,1.164122137
296,253,1.169960474
456,646,0.705882353
280,286,0.979020979
529,475,1.113684211
855,600,1.425
399,601,0.663893511
278,264,1.053030303
261,247,1.056680162
255,353,0.722379603
262,374,0.700534759
247,241,1.024896266
268,254,1.05511811
797,726,1.097796143
277,256,1.08203125
881,716,1.230446927
260,247,1.052631579
285,274,1.040145985
267,268,0.996268657
251,308,0.814935065
278,262,1.061068702
1023,845,1.210650888
989,828,1.194444444
334,275,1.214545455
257,259,0.992277992
685,527,1.299810247
257,249,1.032128514
293,277,1.057761733
271,247,1.097165992
263,246,1.069105691
871,767,1.13559322
390,596,0.654362416
270,246,1.097560976
1023,882,1.159863946
239,235,1.017021277
514,642,0.800623053
335,293,1.14334471
886,680,1.302941176
315,251,1.25498008
849,601,1.412645591
297,274,1.083941606
259,261,0.992337165
247,246,1.004065041
582,517,1.125725338
626,726,0.862258953
275,489,0.562372188
281,535,0.525233645
269,253,1.063241107
256,250,1.024
571,669,0.853512706
1022,989,1.033367037
346,301,1.149501661
316,588,0.537414966
262,247,1.060728745
279,251,1.111553785
276,253,1.090909091
320,516,0.620155039
566,644,0.878881988
803,704,1.140625
310,249,1.24497992
258,243,1.061728395
287,255,1.125490196
245,237,1.033755274
273,248,1.100806452
550,580,0.948275862
475,402,1.18159204
878,754,1.164456233
781,641,1.218408736
282,384,0.734375
278,248,1.120967742
252,241,1.045643154
285,269,1.059479554
1023,874,1.170480549
835,624,1.338141026
797,606,1.315181518
555,628,0.883757962
436,353,1.235127479
249,257,0.968871595
253,238,1.06302521
800,640,1.25
256,249,1.02811245
425,452,0.940265487
270,257,1.050583658
247,238,1.037815126
257,242,1.061983471
273,250,1.092
250,242,1.033057851
846,780,1.084615385
239,237,1.008438819
893,722,1.236842105
259,373,0.694369973
258,248,1.040322581
426,691,0.616497829
334,584,0.571917808
253,242,1.045454545
297,319,0.931034483
272,258,1.054263566
254,243,1.04526749
247,250,0.988
489,652,0.75
378,280,1.35
370,620,0.596774194
546,281,1.943060498
555,598,0.928093645
1016,807,1.258983891
588,572,1.027972028
304,607,0.500823723
578,337,1.715133531
250,239,1.046025105
245,237,1.033755274
999,774,1.290697674
250,242,1.033057851
286,265,1.079245283
926,748,1.237967914
301,266,1.131578947
258,328,0.786585366
290,260,1.115384615
607,386,1.57253886
251,412,0.609223301
321,283,1.134275618
364,275,1.323636364
977,792,1.233585859
980,823,1.190765492
682,667,1.022488756
604,370,1.632432432
253,289,0.875432526
907,500,1.814
475,654,0.726299694
248,240,1.033333333
243,242,1.004132231
252,243,1.037037037
273,252,1.083333333
610,742,0.822102426
574,484,1.185950413
365,573,0.636998255
284,434,0.65437788
921,776,1.18685567
256,247,1.036437247
400,514,0.778210117
816,727,1.122420908
494,261,1.892720307
639,561,1.139037433
247,245,1.008163265
253,243,1.041152263
282,264,1.068181818
279,250,1.116
286,361,0.792243767
956,776,1.231958763
280,254,1.102362205
272,410,0.663414634
280,245,1.142857143
273,257,1.062256809
998,820,1.217073171
911,731,1.24623803
249,234,1.064102564
298,256,1.1640625
369,691,0.534008683
248,241,1.029045643
245,241,1.01659751
280,254,1.102362205
253,239,1.058577406
1023,940,1.088297872
258,441,0.585034014
709,372,1.905913978
975,843,1.15658363
260,241,1.078838174
278,261,1.0651341
419,658,0.636778116
1023,913,1.120481928
450,308,1.461038961
285,314,0.907643312
629,470,1.338297872
259,251,1.03187251
447,463,0.965442765
1023,877,1.166476625
337,279,1.207885305
242,240,1.008333333
258,244,1.057377049
272,368,0.739130435
255,237,1.075949367
636,361,1.761772853
362,312,1.16025641
1023,861,1.18815331
269,252,1.067460317
876,728,1.203296703
273,283,0.964664311
316,281,1.12455516
336,474,0.708860759
395,311,1.270096463
413,280,1.475
249,240,1.0375
516,748,0.689839572
275,243,1.131687243
259,244,1.06147541
578,767,0.753585398
336,402,0.835820896
269,309,0.870550162
419,473,0.885835095
271,248,1.092741935
256,245,1.044897959
470,508,0.92519685
272,272,1
266,464,0.573275862
349,431,0.80974478
289,266,1.086466165
843,576,1.463541667
386,481,0.802494802
892,637,1.400313972
303,559,0.542039356
245,238,1.029411765
790,595,1.327731092
779,618,1.260517799
341,611,0.558101473
260,256,1.015625
245,238,1.029411765
381,615,0.619512195
368,308,1.194805195
1015,868,1.169354839
853,711,1.199718706
833,773,1.077619664
258,240,1.075
558,462,1.207792208
1023,915,1.118032787
828,624,1.326923077
459,464,0.989224138
265,252,1.051587302
920,743,1.238223419
661,752,0.878989362
633,614,1.030944625
282,258,1.093023256
694,681,1.019089574
1023,917,1.115594329
632,530,1.19245283
1002,848,1.181603774
570,550,1.036363636
257,250,1.028
361,667,0.541229385
471,636,0.740566038
300,293,1.023890785
348,488,0.713114754
665,599,1.110183639
266,254,1.047244094
1017,864,1.177083333
583,430,1.355813953
254,242,1.049586777
698,671,1.04023845
293,267,1.097378277
763,576,1.324652778
302,269,1.12267658
258,243,1.061728395
254,245,1.036734694
819,643,1.273716952
945,730,1.294520548
328,495,0.662626263
312,550,0.567272727
274,471,0.581740977
281,257,1.093385214
249,241,1.033195021
253,241,1.049792531
403,383,1.052219321
255,247,1.032388664
280,285,0.98245614
488,458,1.065502183
278,257,1.081712062
983,838,1.173031026
885,696,1.271551724
936,778,1.203084833
267,244,1.094262295
267,250,1.068
244,247,0.987854251
300,528,0.568181818
259,249,1.040160643
668,582,1.147766323
250,247,1.012145749
1010,594,1.7003367
287,461,0.622559653
260,243,1.069958848
705,565,1.247787611
983,822,1.195863747
255,249,1.024096386
562,285,1.971929825
1023,888,1.152027027
264,249,1.060240964
248,241,1.029045643
1023,938,1.090618337
238,237,1.004219409
247,245,1.008163265
313,277,1.129963899
1023,891,1.148148148
262,253,1.035573123
467,579,0.80656304
282,296,0.952702703
630,763,0.825688073
272,263,1.034220532
238,237,1.004219409
478,400,1.195
1023,874,1.170480549
282,259,1.088803089
1023,917,1.115594329
818,626,1.306709265
309,600,0.515
255,243,1.049382716
277,251,1.103585657
879,677,1.298375185
285,545,0.52293578
548,704,0.778409091
878,650,1.350769231
894,739,1.209742896
687,642,1.070093458
336,317,1.059936909
326,292,1.116438356
325,282,1.15248227
264,309,0.854368932
795,655,1.213740458
402,643,0.625194401
249,249,1
259,283,0.915194346
256,239,1.071129707
249,241,1.033195021
281,261,1.076628352
323,598,0.540133779
728,571,1.274956217
260,245,1.06122449
295,423,0.697399527
276,249,1.108433735
586,410,1.429268293
962,769,1.250975293
1004,753,1.333333333
358,587,0.60988075
362,304,1.190789474
660,375,1.76
259,245,1.057142857
242,239,1.012552301
557,579,0.962003454
264,252,1.047619048
262,243,1.0781893
280,257,1.089494163
618,444,1.391891892
254,250,1.016
271,251,1.079681275
866,696,1.244252874
821,660,1.243939394
258,249,1.036144578
257,245,1.048979592
940,796,1.180904523
261,249,1.048192771
1023,906,1.129139073
1023,885,1.155932203
282,263,1.072243346
649,519,1.250481696
627,653,0.960183767
322,442,0.728506787
270,252,1.071428571
258,243,1.061728395
268,252,1.063492063
338,284,1.190140845
259,240,1.079166667
1023,903,1.132890365
275,257,1.070038911
314,297,1.057239057
605,431,1.403712297
294,350,0.84
248,239,1.037656904
261,244,1.069672131
317,591,0.536379019
332,284,1.169014085
281,259,1.084942085
429,530,0.809433962
253,240,1.054166667
501,503,0.996023857
254,249,1.020080321
409,444,0.921171171
261,244,1.069672131
918,702,1.307692308
269,263,1.022813688
815,746,1.092493298
288,293,0.982935154
273,258,1.058139535
255,249,1.024096386
282,251,1.123505976
995,860,1.156976744
274,258,1.062015504
634,711,0.891701828
261,323,0.808049536
734,499,1.470941884
910,693,1.313131313
889,772,1.151554404
325,258,1.259689922
268,258,1.03875969
256,244,1.049180328
270,256,1.0546875
