"Comp-FL03-A :: FITC-A","Comp-FL15-A :: mCherry-A"
74874.9,85322.6
169362,153086
50641.3,125829
26259.5,53576.4
141743,121493
17612.6,19751.6
37740.3,55406.8
49974.6,51012
69210.3,182090
78237.6,133804
110342,60792.9
30156.9,93991.2
26619.3,84984.9
54288.5,142103
13896.6,29410.8
70121.6,65872
26360.3,39978.4
38088.7,24068
28186.1,57483.6
21354.1,50845.9
36208,33049.9
27008.3,69354.8
89406.2,88334.5
29675.5,52810.7
22416.7,40135.7
14222.3,24817.7
33105.9,41537
53095.6,161123
27748.7,37785.2
99621.2,126936
33479.9,95675.8
32009.4,133334
129761,169178
72892.6,38799.3
20946.6,44785.3
13468.9,27623.4
64838.1,63645.8
30043.3,20180.9
113115,140536
14476.8,78724.8
18936.6,25680.6
180682,175875
12141.5,40886.6
172253,190641
169347,186817
52040.4,37468.3
104734,92685
27368.2,120502
71202.4,45408.8
26235,93630
61693.9,48472.1
48523.4,85289.8
17441.8,23039.2
66069.4,57668.9
125079,90259.1
191225,176833
83450,120935
51781.2,59640.4
33030,42004
104785,98458.1
11283.2,65643.5
42934.1,96211
22988,98031
27011.9,56721.7
27298,44870
42350.2,42947
19774,42113
20509.6,35859.1
21919.3,32364.4
152859,192886
15006.7,19534.9
29293.1,89549.8
21083,45114.4
61670.9,186838
13345.3,63797.8
28642.8,43444.6
54951.7,131056
23044.3,81062.5
25091.5,45059.8
36666.8,63029.9
156309,113605
30306,54277.1
55617.2,68719.1
62666.7,93822.9
16833.9,95331
13651.1,20766.8
53866,86134.4
85181.6,125898
15418.5,35501.5
38582.2,90383
13050.9,76060.5
53604.2,57007.9
36046.3,27479.1
123212,144329
31805.6,65116.9
25369.6,33368.1
72606.9,66538.7
17616.8,25146.5
119291,137978
12427.2,40395.5
24963.5,65074.2
148161,167083
126522,187238
53725.4,92925.2
146418,143696
82239.3,199193
134740,181630
49944.6,43674.5
116741,94114.5
38689.2,35255.8
48062.6,79219
89682.1,81936.9
15093.3,37355.4
20764.2,33650.5
72288.4,56786.2
97522.7,133514
23388.1,65834.9
16753.1,20905.4
116661,127932
39079.4,49910.5
109197,119502
48228.9,103334
29164,91564.2
26963,45127.7
56980,111704
114504,176746
26481.1,23635.5
16320,87392.1
15789.5,77400.6
105216,102182
12457.6,33827.2
57675.6,43252.3
41090.7,82667.3
13266.3,44590.9
86186.9,182210
14304,24494.2
17750.4,77810.4
15131.8,27563.9
25304.1,49853.7
30167.3,116315
15236,35214.1
65016,123343
31827.2,30606.7
72375.9,53461.3
40071.2,29316.5
97510.5,83555.4
17242.3,70633.1
14291,17418.2
143549,150471
23307.7,23575.2
13948.6,27086.2
43138.7,24887.9
18877.6,18407.2
30795,87427.9
72689,96030.7
90924.4,62111.1
84924.3,111493
50292.2,62443.5
88268.3,97869.4
37679.1,154978
14773.7,45055.9
17871.7,23782.6
51764.6,61284.2
28144,72331.4
64056.4,81422.5
50044.3,30094.8
47814.4,145793
20921.6,28100.1
50546.5,93357.8
28553.7,46556
43521.3,125707
126053,183392
14085.9,64747.3
70248.1,97265.1
113989,128984
34394.2,66158.1
39170.5,55182.1
27423.1,32567.6
114773,100079
14054.5,66152.8
23618.1,96230.2
115141,91679.2
187784,152576
13382.7,48506.4
11423.2,65643.3
65333.4,57745.4
50487.5,106492
74479.7,110280
24175.7,103829
30962.4,30478.7
41321.2,32985.6
93731,151667
76671.3,82657.2
35740.7,45325.1
71118.2,116075
48920.9,86951.8
98923.4,116543
62763.1,63701.9
57513.3,82649.2
19035,18521.7
47851.4,57688.1
16707.5,28534.7
162116,161624
16052.6,56827.7
12622.7,48886.5
29210.5,127064
21073.8,56960.5
70340.3,54503.4
39573.6,80364.2
13226.4,20880
13660.8,125063
47210.8,43281.6
37437.1,53937.3
21748.3,44136.2
43453.7,32043.4
38073.6,50256.6
56177.7,35093.7
48793.5,26065.3
77413.4,88338.1
24132.2,114084
114409,128789
117119,63524.6
49798.9,39019.8
36968.8,54530.1
63881.3,110322
20817.7,18837
29951.5,86773.2
19864.2,89481.7
63415.3,150208
61428.1,69347
48027.4,84192.1
20492,29548.1
74461.1,87023.5
11391,49068
69270.3,61688.5
87373.8,109205
64358,77881
67347.6,44892
37770.8,21635.2
33938,42522.7
51152.5,96101.3
13384.8,79524.8
73291.9,47758.6
12082.8,39005.6
14218.9,122660
44231.9,41405
75879.5,38294
176511,182513
66860.4,79400.6
71039.6,78568.4
22057.7,69710
37755.2,78098.8
27162,105150
102302,148570
26012.8,102150
35961.1,70645.7
18550.3,81559
30805.4,28058.1
48813.7,113327
25072.3,45763.1
30134.7,19626
48641.3,49055.2
16328.5,54291.3
165547,199617
56896.2,110013
19917.6,29118.5
105840,89377.2
11165.6,75895.3
37131.5,69830.7
42106.8,90336.7
22093.4,86339.1
80882.9,101717
169072,193218
159815,153488
114186,136456
52963.8,145661
47413.4,113606
25169.2,45965.3
56828.1,73805.7
41872.4,19957.6
60935.4,33156.6
22855.3,41708.7
179125,117266
26359.1,33215.2
13139.3,22993.7
41190.8,59549.4
28999.3,58712.3
142651,74227.3
62052.6,106094
20695.6,54014.1
19517.7,74224.5
19147.4,42771
24314.7,41589
28309.8,19153.1
13439.6,84352.2
35082.6,58046.2
49949.1,165615
109056,98444.5
131628,118242
33245.9,125619
24089.3,23372.1
20927.5,20612.5
107261,168059
35661.5,65693.3
132833,165001
26491.6,97862.2
42479.7,107666
190437,178540
100857,131466
14596.6,51617.2
43728.9,88054.9
36370.6,36991.3
55116,96818.9
79658.8,85965.4
11590.8,104527
47700.1,65088.2
83388,105435
30096.7,137930
190084,178501
11582.9,17090.4
17752,80227.8
56122.8,101756
57459.7,77158.6
19607.8,33623.4
95969.5,80996.3
83410.3,166320
60707.2,44857.8
20286.7,19126.7
54813.6,46752.9
53300.9,94424
23192.7,39766.5
145492,136581
16730.5,19033.5
16040.1,24324.7
35417.3,115295
78995.7,122838
48607,111403
22973.7,93360.4
66278.2,93357.6
30352.1,23537.1
70158.4,57955.6
36348.8,28489.3
17439.7,85783.6
40831.9,83696.5
61052.1,77769.8
20121.3,67056
100753,129601
146967,103599
17105.5,27194.4
20832.4,27988.8
150450,137583
27208.8,58931.2
36000.1,36047.1
15066.6,98654.5
67245.8,131608
65342.9,103941
14895.1,30087
53196.4,96162.4
14008.9,53190.3
148241,166621
53385.5,123447
39121,107245
22121.1,71792.2
12814.8,29435.4
35010.6,103498
46033,46222.1
74380.1,148883
57080.2,47788
20504.6,23621.4
37225.5,74257.2
31918.6,74699.1
28436.6,42470.3
35354.9,22984.5
61292.1,48199.7
106166,132517
18786,36701.3
70625.1,39423.7
32010.8,47676.2
101884,99244.7
85344.9,101892
63007.1,34227.8
15260.9,35654.6
38289.7,122818
42933.4,28212.5
47224.2,48181.4
174903,147684
47279.9,87546.8
43664.3,63313.7
21994.9,145572
38493.7,86530.4
79150.4,86925.2
92377.8,132098
72172,76064.3
12457.6,82599.4
47014.6,69806.9
20529.2,26656.5
18382.7,45976.6
24774.8,36510.2
27211.2,28037
154586,182484
16235,22798.9
55640.3,55938.7
59434.7,128148
55120.1,102337
80887.4,86888.4
56113.5,74193.6
59810.8,167517
91854.7,110088
15847.4,52736.6
112125,126697
169908,133414
148688,195562
26529.8,87511.5
14719.7,22572.3
175044,147023
25246.6,37656.6
73873,106151
34977,61418.1
48382.8,49449
132870,130863
62505.4,123295
11025.6,73949.5
65598.7,113415
145971,176560
62440.9,63943.5
137392,171736
79254.4,83966.3
11347.8,90119.1
42188.9,38431.3
17958.2,96040.3
13201.1,24816
57305.4,133742
55694.8,119065
32355.5,57975.1
24404.4,23085.3
89974.4,140276
106721,117464
95201,85823.6
33426.3,90953.2
13421.1,50367.4
22316.9,51730.6
66256.1,76089.9
140566,175371
11605.7,29032.3
13315,56305.4
43828.3,63919.2
16479,28742.6
130439,139425
41639.5,57652.9
58608.4,48001.4
68864.1,110369
157888,147863
18046.9,137023
27475.2,159738
17296.6,107261
14762.1,24430.6
44967.1,110126
100441,117855
17168.3,98163.5
120989,91105.8
52874.6,28880.4
60114.8,90483.5
76498.2,125011
143514,143263
35089.5,40277.7
27391.5,60154.6
53965.5,180430
42868.1,73194.1
69794.6,104089
22631.9,46041
79216.1,46973.8
34029.9,70166
72700.6,82614.2
130881,107686
89344.8,199064
29029.6,149240
64536.6,68451
22916.9,23813
128068,142007
114763,99274.8
25167.9,98355.9
120280,97069.5
24191.6,78193.2
76531.2,132149
11007.4,73580.8
12302.7,45124.2
149667,188170
77545.2,57410.4
63159.3,30132.2
78656.6,57658.6
21393.6,117200
74105.8,112651
30194.6,55254.7
45713.5,63882.9
13003.3,102747
41642.2,80633.5
116117,114665
158412,188505
109864,98587.7
12341.3,55681.3
59185.3,164888
59187.5,87731.1
115592,121429
92840,108983
63921.6,68204.8
59611.3,107960
13683.2,92819.8
38220.4,34578
27325.6,78400.7
45364.7,73142.2
27920.7,68485.2
29816,42566.1
40475,74963.2
110415,109924
50026.5,94616.3
12905.6,37181.5
24897,51191.3
35204.2,57460.5
56355.9,157951
30167.9,94395.3
18084.9,60004.9
29079.9,122485
15513.4,42367.4
13722.6,97237.2
62271.3,51977.8
99885.2,88348.5
16334.3,67116.5
11958.2,48623.2
24115.6,80917.1
152109,141956
118320,141421
128582,132425
23904.1,21905.5
19346.4,79785.9
17915.2,76084.2
34891.6,34853.3
160885,103636
36024.2,65157.1
23981.1,18115.2
157835,176263
34234.1,152011
88953.2,46656.4
61692.8,67574.4
42464.8,132621
136610,175624
76083.4,111643
38206.4,149432
19818,98864.4
34828.3,39479.7
33912.5,64180.1
37008.8,27405.6
25788.5,38245.6
56799.2,45827.7
22836.6,47728
17620.9,19637.5
114909,126906
43450,57000.7
27334.6,62832.4
16224.1,46849.6
22822.3,36029
132701,89973.4
11658.4,102228
31218.3,65392.9
61674.3,30107.3
14526.9,93953
94178.8,99270.9
26041.1,20588.2
53540.4,94472.8
100342,141323
80540.6,117275
87020.7,155131
25401,76452.9
66565.7,126400
49438.1,149039
104663,199436
13612,55782.7
42753.3,67546.8
41650.3,20776.5
142395,102711
59646.8,96856.6
126579,177718
175000,167607
45769.7,40332.3
84346.5,84596.2
40420.6,25225.5
32789.1,68917.7
126488,118044
23864.8,17203.9
161955,155671
70497.2,87850
11849.3,79868.8
101718,88620.1
21603.4,50371.5
50950.3,84260.3
142424,174324
21880.7,118388
38992.1,127101
40139.7,44481.8
12635.4,81157.7
34489,55038.9
14442.5,26710.8
45809.7,47466.9
170513,95386.2
15544.7,24987.2
43458.8,67122.3
42366.9,36141
140443,130202
185970,183677
45619.7,73226.4
89490.7,107642
31481.7,62055.6
31755.1,17541.7
14705.5,26146.3
99270.4,133104
136362,171778
114500,89321.4
21496.6,25212.6
11530.8,23387.8
101119,59968.3
21585.5,18928.8
91052.4,98489.2
96480.6,132918
40996.4,43488.9
185241,164355
56581.9,51759.9
61596.1,116138
88975.8,131303
24441.1,88044.1
150932,128331
14237,27040.4
95629.7,148425
91644.3,58420.5
98790.6,105579
31318.6,19917.8
92456.4,89125.3
38531.4,47336.7
123260,107565
34442.9,80219.5
53611.1,93683
23860.2,83321.2
48136.8,35557.2
73092.2,48550.6
123940,117094
48076.4,23897.9
26047,19648.2
61012.5,59107.7
127999,154524
18830.6,85250.6
22475.2,30050.4
15631.1,61890.2
31421.3,60325.5
115499,101017
93707.4,89539.3
46810.7,117103
74232.8,50503.3
79813.7,115070
71857.7,133847
56303.3,45693.2
28000.2,64974.9
22515.9,65623.5
77741.2,78548.8
182037,125106
30603.4,90396.4
25064.1,62799.1
22968,91110.7
23131.2,135445
91534.6,177072
39239.6,123353
18499.6,108438
94762.9,104920
31723.8,20900.1
42583.3,100247
98185.9,114946
21767.2,44209.1
25231,40502.2
42166.5,71294.9
45891.4,79888.8
156643,167061
46645.3,139005
159336,154558
19927.2,44404.7
25749.1,48716.2
56470.3,46828.1
37425.3,114812
29339.3,125495
11018,55511.5
68458.6,86056.6
40275,125001
62058.4,81043.6
39228.9,23389.6
23951.8,63163
20732.1,106614
32063.7,53198.9
138376,197297
62665.2,106425
40534.6,94151.9
141021,121992
56822.6,44101
14105.4,21475.8
11061,39082.1
21327.7,40128.2
20560.7,32009.9
12612.1,50784.9
98970.2,117293
17316.4,55478.6
32616.2,68063.2
54942.8,124782
21118.6,36928
72301.4,63919.8
80902,75650.2
40824.4,52862.1
65550.8,66663.1
73031,106533
82331.8,65176.1
60265.1,53161.2
114541,130423
32791.1,153181
120936,137844
19284,101468
91208,113269
25147,34748.1
78488.7,144062
26085.1,114060
14406.4,54400
19388.1,55306.3
47920.5,72105.7
64338.6,65747.9
92045.3,73685.7
147796,170018
65922.7,59767.5
146285,153146
19258.5,18672.7
96961.5,143193
26780,34930.8
142586,185871
39654.9,146257
107758,137468
89089.3,165428
126511,113159
33639.3,133660
71248.6,117767
24611,134015
89600.4,162463
47766,90606.9
37008.8,35258.6
46072.2,74724.7
70133.2,77759.3
104530,101649
53592.5,38534.2
12683.6,19888.7
62462.1,66606.7
51505.5,82389.8
72065.5,91658
39501.7,67166.4
33955.6,22567.1
15594.6,29912.7
35053.4,20549.2
23218.1,69219
19375.7,93617.1
41003.2,57833.2
106431,173588
166206,173968
97701.2,97876.7
47785.3,49132.7
65825,37554.5
112636,83550.9
88333.6,56780.3
18577.8,64558.6
171146,195779
40611.2,28129.1
31794.4,37904.2
61188.6,81394.8
21199.6,91828
16906.6,22291.1
84797.6,129088
147546,157460
104102,134497
30927.4,110763
93922.5,153052
73276.4,189265
53259,112055
84313,113221
64589.8,46467.8
143406,185760
145815,183399
84911,147971
11700.1,18916
99808.6,139909
16456,18085.2
70147.5,56197.5
84479.4,166639
113172,98305.2
58933.5,95959.8
64226.6,143149
65518,97572.8
63293.6,110648
18595.5,23722.3
22447,26581.2
101483,118571
163034,146164
68559.4,133317
37681.3,87286.2
135828,175288
57581.9,66715.4
20423.4,28372.3
61947.4,33178.4
48917.2,51258.5
28642.7,55754.5
19188.2,34724.2
59389.5,76492.5
87783.6,149151
39498.2,95255.6
17742.7,26544.9
90742.3,110697
74527.1,78722.1
45730.2,50992.3
55404.9,61237.1
100785,129292
16026.8,26273.2
92422.1,62312.7
14951.6,25344.8
20502,46574.5
64722.3,69307.6
124150,103240
55375.1,33845.6
56778.3,93601.3
51462.2,64635.4
28159.8,49466
16349.1,50610
75014.9,107743
14675.8,78082.6
48534.1,76641.6
12573.1,25741.9
42116.8,28990.7
60511.5,96056.3
70820,162723
76221.1,98035.7
38573.6,103633
21260.2,95932.7
29986.4,62503
34753.9,23403.9
65719.3,77723.4
129753,139481
43836.4,83669.7
172019,171908
19867.3,40858.3
134275,113119
19994.7,29719
17547.1,82674.7
15997.4,35571.7
43043.5,61302.4
17009.2,39955.6
64553.6,74222.3
28428.9,61830.2
33528.6,42184.6
58212.8,88518.8
14167.7,46569.8
76737.6,154542
58002.7,66026.5
85164.3,111667
38033.5,62942.1
65742.5,95256
27431.9,108556
11583,57791.7
64352.9,49696.3
53116.9,70651.1
31681.7,29085.8
123979,111308
48836.3,98755.8
97277.3,61880
50007.9,157105
25871.2,70988.5
120788,166722
39796.5,73215.8
106479,151460
13523.3,27154.9
14426.9,25065.2
69022.7,52198.8
92980.1,82133.3
29113.1,56091.3
55564.4,67665
44521,92886.5
73145.1,61039
72992,91066.5
13875.7,78327.5
18412.3,131183
34876.9,35761.7
16436.1,59420.3
120153,132779
40475.5,55642.5
156299,133415
51115.6,71474.7
48403.9,136106
134751,118447
40585.3,90398.9
73267.4,58283.6
40359.8,132149
98746.4,85388.9
15007.6,53216.4
82613.3,60131.4
40525.5,88153.8
33543.4,91470.8
12921.2,43898.1
11181,81803.1
27873.3,32058.4
15632.3,41661.5
28107.3,143748
37263.6,57364.6
66210.1,57599.1
17371.5,107148
40280,93393.3
19626.5,40198.3
14844.6,29694.1
87458.8,116311
45309.8,84755.9
36982.8,129158
158471,123605
64603,196968
39818.6,69031.2
27421.8,41270.6
54597.9,91875.3
21400.3,63499.7
50713.3,32210.1
22919.7,121156
39357.8,21697.3
50506,46078.9
80300.3,108621
184689,171290
75727.2,102549
30283.7,96301.1
39872.3,87363.5
26229.1,85510.4
38382.2,65267.2
14931.2,106332
24819.8,91032.1
26562.5,19275.8
69662.8,168101
23990,115579
38848.1,63356.5
160345,112975
74304.2,92415.3
66863.3,102016
20088.6,28149.9
110466,114133
18731.2,40371.9
16873,64220.2
135013,161688
33840.9,133981
81776.9,103592
17928.8,96102.6
10967.4,69085.9
79008.6,81349.4
145258,144931
29527.9,31818
28246.7,153587
100160,87598.6
26513.4,34211.3
97300.9,144937
79474.1,47276.6
70838.6,92628.9
154362,186094
131132,170347
18351.4,33615.2
22920.5,54392.7
112645,127221
38871.2,38417.5
34550.5,59213.6
12374.2,36217.7
42633.4,112097
162566,180898
12164.6,26103.5
63789,62483.9
18966.1,102365
26131.7,90376.4
75410.2,43297.9
15798.4,57762.8
44062.1,80285
86217.1,100845
55779.8,71549.8
86165.4,123233
32020.3,101709
53200.2,99149.7
20305.5,18065.9
15381.5,100833
17733.9,39471.1
47721.7,31919.6
26970.1,48536
22537.4,31077.1
53366,25984.4
11035,37834.9
44030.1,102829
104659,100500
40339.1,37561.6
41939.5,82433.6
18158.5,26656.9
90794.2,53484.5
47905,90793.9
66273.6,157064
46601.5,90558.7
33041.4,76352
43110.4,54994.4
95697.9,113202
13825.4,34441.3
97255.3,106187
59963,100745
43267.7,43390.1
45048.3,25892.7
85256.9,142041
177606,139606
189741,176660
48540.9,165107
66062.9,120418
14881.6,34774.7
33478.1,53273.9
50349.3,38034
31314.2,44859
32758,106401
53084,80488.8
124812,123925
19605.3,76067.2
23932.9,87700.8
73051.1,61119.8
22439.9,37579.6
49537.6,69773.3
63050.7,31895.7
68299.6,45025
41463.5,37071.1
13320.9,22839.1
148949,92445.5
43051.4,78034
16467.1,52078.4
25854.8,121204
30440,56330.9
53787.3,38740.1
142883,193375
18908.8,22587.6
198512,196320
20612.9,67121.3
37395.9,39095.3
28799.1,55363.1
48120.2,34628.1
149602,187578
74299.4,64537.5
146381,138794
46178.4,47916.1
37817.4,67148.6
46250.2,37497.4
25295,60907.2
37830,113969
27779.2,42049.9
128438,153427
17784.1,70477.7
47427.4,175878
17692.1,21265.6
20180.4,22914.3
183089,195718
87447.5,151451
51435.4,63602.8
15271,35318.1
14107.9,82586.3
15727,75319.5
11893.6,55058.9
34821,64004.2
16371.7,56902.8
35576.9,48561
14747,69058.4
55785,75457.2
21963.2,59404.2
52137.7,59500.9
45493.2,46301.9
27599.8,41244.6
103193,129921
90833,133419
18103.2,62295
17086.5,31016.6
160989,164165
109488,68674.7
71406.7,145948
141636,164661
132122,156301
35584.4,43080.2
26220.4,54612.2
65331.2,43484
153384,160674
54177.6,62388.3
13727,46760.9
26255.5,44273.2
49509,68002.8
42427,98124.2
48259.3,118556
23402.4,38964.5
44023.8,37807.2
15925.5,58963.9
29634.1,61174.2
46409.2,136786
116660,160043
21145.7,46408.6
20740.9,71977.4
59408.3,94795.3
37046.8,42114.2
92616.4,109649
36856.2,48687.5
168172,84529.1
77445.2,99640.9
70283.8,77063.2
107143,171671
70035.3,41160.2
25564.2,117538
51826.2,127658
13952.5,55676.1
34022.8,18552.6
47189.3,26564
11379.2,19984.5
15258,55745.3
165500,180466
25628.7,130717
53785.4,122117
53527.9,74073.5
74780.8,55630.1
47246.6,136942
86734,134648
75604.7,61968.8
67507.4,87343.4
24887.9,32653.9
48401.6,44559.9
46400.1,60946.6
131331,142313
112337,178516
52282.6,155046
39013.5,32989
90596.2,113851
47762.5,63977.1
21579.6,28498.6
20754.8,32541.5
21562.2,22691.8
97053,118705
65985,96022.8
40139,145573
97485.5,120328
33509.3,51164.7
40106.3,60933.3
11098,41000.6
164482,122957
126136,131269
40811.1,64536.8
19922.7,44505.4
50326.8,42275.9
179254,164317
17668.3,50047.6
65264.9,142279
126671,99765.6
11065.3,45106
11545.8,27381.7
44188.5,88675.5
65024,75975.6
42828.9,76838.6
50775.2,162189
23595.1,70220.5
136403,105261
89783.5,91168.1
63693.1,60871.8
17169.1,118962
51042.6,69061.4
21822.9,59293.1
155579,161509
32908.6,55513.3
157076,132282
53240.7,46795.9
70131,114325
13805.1,26641.2
76956,80588.5
20268.7,54197.8
44767.4,82724.8
92437.5,96538.2
32064,53027.8
54576.9,141929
58381.6,97603.1
55349.6,117715
