"Comp-FL03-A :: FITC-A","Comp-FL15-A :: mCherry-A"
21344.9,17801.5
98933.9,177168
24384.5,36097.6
166488,147325
40117.6,62818
35127,24579.2
41001.2,159256
39894.1,109382
52917.8,79062.9
59699.5,106592
76611.2,152736
58189.7,87184.6
17543.6,20899.2
21879.4,79856.8
150107,106058
24337.2,19242.4
11044.1,89537.7
17697.7,48539.7
28415.3,54953.2
12694.9,91884.9
18422.7,91851
34467.5,39335.8
11944.9,46806.3
24616.8,80592.4
59374.2,128512
25302,97796.7
26296.9,19876.5
31796.3,60836.6
19600.3,81408.8
16100.3,91214.6
76069.6,83001.2
88530.2,80141.7
17479.8,57898.8
93731.1,78301.6
38812.1,23969.1
51710.5,39948
71355.6,83481.6
31029.3,58947.7
49558.5,79273.4
20680.5,68363.2
16112.6,58706.6
52328.4,41216.7
37457.1,64362.8
19647.1,92059.8
107134,119959
167185,190096
49982.3,70036.6
77348.7,140308
47030.3,33648.5
154557,180793
27871.8,18195.5
46394.1,59080.3
26245.7,99275.1
13320.6,45496.6
101798,59097.6
13683,88726.1
51839.5,108557
69968.7,106510
39090.4,51767.8
19912.3,85057.2
12723.1,122891
126156,119609
48326.8,154893
26908.8,33929.8
21115.3,46785.6
54526.4,136584
36876.6,72643.1
17297.7,41453.5
43835.2,33028.2
36064.8,92040
46016.3,38166.3
131187,125061
34068.3,26924.3
54634.1,132888
115692,163719
80271.6,51943.3
17726.9,68467.9
193903,197794
61043.6,106393
28972,33005.8
121349,192221
54143.8,90504.8
110456,135428
11481.4,24824.9
50697.7,46259.4
56604.1,67235.2
63675.8,116549
152311,161586
127765,133494
16565.9,94658.1
48453.7,148745
102074,170387
67636.4,52668.9
91170.4,101843
50464,28079.4
127700,154049
26938.4,104108
33824.6,57648.6
30496.4,24383.8
107770,91161.8
94873.8,174476
14326.9,28836.3
16731.2,39092.1
76495.2,111877
18005.8,24654.7
39351,79935.2
26833.1,68793.1
60810.5,32931.8
49969.4,95708.4
19125.2,89683
13267.6,45672
163734,167562
47277.2,165315
164383,174317
97710,195683
154340,178263
82052.4,169976
52055.8,76752.5
50271.1,25313.9
166601,164151
131292,121351
62361.3,80188.6
155987,158872
109130,127531
39978.6,63541.5
44749.3,153390
55423.3,97180.9
33867.7,70038.8
139433,195239
34755.6,108205
34059.5,113683
73150.5,63316.5
36241.3,151031
142085,189354
50436,98843.5
51627.8,133370
89113.4,110963
37534.8,78460.6
20014,62908.7
15671.1,94909.6
67572.1,50483.8
18074.1,18423.7
136621,184239
167258,176875
33226.1,90941.2
74093.1,95994.6
22273.6,70871.4
16995.3,72873.4
23402.8,44436.8
64405.8,57174.3
29576.5,36950.2
108961,124027
26769,72906.8
75944.6,77587
20583.6,96852.9
22445.1,95572.1
95446.4,57049.8
77961.1,121676
29673.9,69325.5
69266.1,101862
37398,96491.1
27321.8,158018
25369.6,22089
15455.7,58913.9
22590.3,28874.3
35908.9,41757.6
68790.8,45155.2
68348,76073.8
120192,116433
29076.5,35414.9
47696,171340
14414.9,74915.4
25293,53560.6
143195,157764
81864.9,163562
58171.3,82450.6
32712.7,39465.2
122792,79197.2
36793.4,136328
22780.7,49122.4
73109.9,103501
30584.8,32413
38510.5,60357.6
104406,134441
76354.9,61632.7
105238,76594.7
26019.5,103416
80799.5,165493
126757,153547
16456.8,19311.2
135237,146762
19374.7,117973
163144,162572
26380.6,37250
31754.2,48159
25596.2,70153.6
160735,95890
123914,119526
65949.4,53202.3
22662.7,32154
15521.4,73709.9
60750.3,111444
31343.7,93826.5
36978.1,70123
33898.3,60813.2
17076.5,98008.7
59334.9,126281
47419.1,69542.1
46541.6,141134
62814.8,167374
16135.1,18552
45860.5,77313.7
122673,110583
87113.9,62684.9
187434,174129
38037.6,60113.6
14671.4,79959.6
140251,130200
44270.2,107706
32969.7,18853.7
108131,55859.3
17330.6,87755.6
14630.1,21819.3
14989.6,75876.4
11523.2,29236.1
47638,22658.8
39671.9,30045
11496.6,95617.9
11437.2,107955
67965.1,86471.8
65716.2,91012.3
57600.2,27180.8
18807.8,40507.9
18497.9,49900.5
41612.5,21903.2
41841.5,82210.9
31203.7,30211.1
20963,25380.2
42442.4,79989.9
22936.7,105694
13819.9,59925.4
87886.8,73128.6
17805.6,87093.3
132655,191099
60308.1,117924
119303,112847
71967.6,70366.2
72432.8,156800
20892.3,96410.4
25273.2,72391.2
54777.5,119740
38089.4,162883
21098.1,38851.9
110296,152965
33432.2,93670.9
130362,161986
18190.7,91326.2
23398.4,58556.1
87938,117468
65610.4,31266.9
106210,119280
70161.1,189141
89315.7,132390
85959,91490.9
190342,187108
96563.8,136158
26434.4,27268.8
17721.3,121845
44152.1,84803.6
54271.1,106187
30952.7,142821
27950.2,49674
16077.9,54982.8
47612.3,177555
29160.4,51436.7
75636.9,122137
16224.4,29008.2
12259.9,62505.1
15970.7,109037
148824,119984
16106.1,84614.1
50278.1,38372.1
56120.4,128937
30579.9,26654.7
25559.7,22457.8
58081.5,35626.4
39061.5,48186.1
59357.6,62632.7
28588.1,83068.6
76045.9,48622.9
20026.9,26440.4
65699,129633
88891,106114
33233,22414.2
51203.2,70893.5
29949.4,24141.7
29278,74769.6
26627.1,85501.5
40922.7,43535.6
16016.2,77956.3
67159.8,67127
105566,195469
14491.4,90116.6
70419.4,111977
55128.3,37297.9
20334.7,64908.2
150757,139698
62151.1,41882.4
37637.7,81306.7
109661,107342
113798,172370
39213.3,85844.8
19830.9,42595.7
13575.6,120622
63472.3,133501
11959.5,25614.8
72390.5,58281.5
49107.9,33384.6
21717.2,27246.5
134247,183351
123686,166632
11240.9,25072.3
49256.1,80573.2
29033.4,102370
21529.2,47693.6
116381,154134
16760,70729.2
70963.4,129976
85403.2,73963.1
95758.5,92958.3
53867.2,43546.8
58708.2,86386
77588.6,99681.7
151330,185108
144915,195459
25775.4,63748.7
113521,107898
39013.2,36756.8
61158.2,84471.6
77581.5,113242
71085.8,50125.5
12068.2,45404.4
24511.4,50236.9
96753.1,153201
29938.4,65335.3
125808,136413
34622.3,105684
39937.6,74024.4
13174.1,45504.3
11743.6,34795.7
63288.6,148815
102180,123365
34743.8,42297.1
41533.9,78558.3
16053.9,74104.3
58531.8,136960
18582.9,116855
17938.4,47334.3
23061.2,34827.4
50977.3,64426.3
45627.9,140952
88177.6,133642
172681,198830
13397.8,18932.9
28846,35053.1
50387.8,100623
54363.9,68991.2
21708.3,109612
32485.1,43904.6
76041.7,81666.6
44953.9,41813.5
66769.9,134110
22714.3,27405.6
44938,51968.9
29411.5,33743.6
91070.4,70790.3
19201.9,47182
70453,55396
22621.4,48375.4
55509.3,75614.5
20057.3,107273
103934,135228
30401.5,61256.6
144517,199871
35426.3,106388
183196,184738
19043.2,123877
55020.4,68851.1
33443.5,48152.3
63302.4,47928.7
71086.5,124952
24345.1,55752.4
172097,188597
20632.2,123982
124171,152354
44718,31567
45689.2,58494.9
56138,74988.1
62378.8,62340.9
98074.3,107741
13433.5,33306.5
43168.2,68361.8
25721.3,22194.6
19116.6,34177.9
36475.7,72144.7
41999.9,55350.2
29195.4,81056.7
21412.2,25206.3
18500.3,115107
64858.8,61797.7
25525.4,63615.2
13111.5,101901
18078.8,88175.1
13168.4,51389.8
47635.7,43414.8
97229.6,136051
42411.4,94904.8
73199.8,85144.8
17652.3,58129.5
44592.4,111716
55087.1,111441
30367.9,35718.1
28614.2,76709.1
18123.2,73890.9
27956,86072
153284,159297
141550,78657.8
38506,61921.2
37372.4,140194
57054,146468
52202.7,112632
109051,82867.4
32307.1,24125.7
70864.1,79721.5
13319,24229.2
23294.2,98925.6
21607.5,43828.3
81178.9,171114
12234.4,79559.7
28385.1,34512.5
58010.3,47609.8
22000.5,47870.2
58771,73404.9
26480.8,17955.9
39528.6,52939.8
58283.5,142827
16633.3,73713.3
83789.3,149098
43673.5,70130.3
12652.7,31347.5
49136.2,37802.5
102650,140732
28848.3,60631.6
30217.8,112708
72314.6,188386
22655.8,120044
60199.5,59685.6
123001,83539.8
108631,140045
11808.3,45172.5
21373.5,94601.8
15884.7,31287.7
123580,184411
28663.6,45591.7
14892.2,32390
31730.9,61774.3
25566.4,114052
163559,179733
95435.3,157364
37986.8,20013.9
77240.2,71793.1
12752,36790.4
72469.1,125019
151620,112624
90264.6,151633
83375.5,89124.1
13298,65330.4
105493,141917
88802.5,136242
14539.9,18648.5
36902.5,65323.1
20897.3,39749
45061.7,42092
159298,123589
14802.8,28377.2
55339.4,77723.9
44907.3,84251.2
91510,125706
12772.1,42280.9
84567.6,117543
40178.3,62629.2
26460.1,20028.7
25417,98684.4
31967.4,36963.1
133848,105054
111516,70777.1
113937,127957
29680.2,33390.5
17082.5,65261.6
87120.4,89322.8
49434.1,51200
39214.4,109248
16670.9,113226
31280.6,77408.6
58654.3,97881.2
93254.5,137529
83172.2,56358.6
84933.2,99622.3
17272.7,22730.3
31802.3,30858.5
17292.1,124909
75783.1,102840
43822.1,135145
96076.1,119839
45392,146060
25787,145854
17628.8,95262.8
67706.4,57365.6
119751,104299
16576.2,91183
62852,45666.8
19663.8,67158.7
83186.4,137992
141955,196157
15592.4,93240.9
21250.1,111282
60807.5,58968.7
141816,184611
187014,149218
20407.9,42793.9
129041,143199
141522,152367
33958.4,91253.9
28990.4,46445.6
84328.3,136984
18463.7,81720.5
25011.5,87218.2
46906.6,53677.8
44162.6,44013.2
118466,157192
30436.1,47567.8
99319.5,102789
133269,146509
20363.8,79727.9
29455.3,48360.8
108462,112317
13267.9,40867.4
84639.9,114873
89841.4,171987
40515,149912
26696.6,104937
16019.3,48273.7
29042.7,103957
72872.5,59652
112763,68501.1
76491.8,63605.8
24582.5,41544.9
20740.7,20874.4
52739.1,26193.3
114123,136492
12205.2,94265.4
20992.1,74384.3
37368.2,16997.7
53400.1,79116.2
30539.3,94124
21248.7,44890.2
52985,42982.3
52511.8,181531
57567.8,174577
16630.7,47527.1
11793.1,61039.1
45421.7,29055.1
32520.6,44401.1
16185.2,38612.7
130681,132941
17873.7,56130.9
122592,118480
59575.3,132616
126185,107356
11765.1,27519.1
14622.1,33564.4
35248.9,134336
95373.5,47936.3
170115,133143
34913.9,68484.6
12291.6,98180.5
12455.3,46688.9
60500.9,95193.3
95414.5,103362
44493.9,87474.2
16242.2,26808.8
42947.3,28641.6
102052,179137
77551.4,68087
23014.5,78529.6
75293.8,53030.3
24742.3,64330.5
34422.7,91889.8
108433,69834.3
54516.6,65071.5
13996.6,68109.1
67944.8,86869.7
80615,43731.2
116772,158957
116270,127359
67745.5,90847.5
45360.5,111650
12063.7,66832.9
97847,177712
45744.2,65629.7
100400,139807
41552.1,51343.1
16028.1,44884.6
73845.3,80439.4
30507.8,121773
12513.4,39301.5
11803.8,39499.1
102219,120174
68318.4,125877
57503.9,84098
78972.4,107948
21560.7,70304
18160.9,32065.2
51220.4,58851.4
27896.8,51100.3
38569.5,119012
15699.9,58690.4
25270.1,78341.8
14425.7,122176
55537.9,54005.3
90657.8,110029
43632.1,68002.1
27380,51052.4
131579,160691
20780.6,41542.4
58054.8,58707.9
13986.8,44821.8
12520.6,20876.9
27424.5,58002.9
45739.6,117820
44072.4,131288
37014.9,62418.4
184226,172342
88105.2,135911
19004.7,27726.5
20084.4,22075.2
39776.3,25415.3
29262.8,130615
50449.7,74144
19099.3,54104.2
15707,75442.9
70176.1,68377.4
50568.4,43779.2
63825.6,118402
42464.6,59588.4
38852.9,84117.7
32787.4,111275
34148.1,17588.2
184742,181861
40641.2,156329
148293,192674
47983,91659
24522.1,84496
21308.3,71264.2
57921.7,115167
11595.2,57998.9
33834.1,135567
72275.2,96760.1
60768,93512.2
67983.4,141673
57494.3,94256.2
14797.1,48726
40655.2,25122
142878,129608
73140.2,121280
160303,189204
54282.6,143797
38851.2,64811.6
59729.2,51709.7
121609,170727
159741,146124
72570.6,116173
89623.4,77730.9
30177,130307
130744,191794
33669.1,58064.4
26001,97143.3
38856.5,109851
41109.7,68500.1
48270.6,68016.7
18697.4,106364
90050,92463.1
123533,133647
52413,44465.2
155666,156445
21204.1,18940.9
90703.1,72928.7
40622.6,121742
37811.7,114461
49112.5,73681.1
21759.3,57213.5
25992.2,76479.8
71416.1,48410.9
70818.7,58690.2
14185.9,48435.7
33629,98668.6
50807.3,63271.1
78748,121052
41415.4,77435.6
14564.6,19594.1
21853.5,57409.6
12590.2,42352.8
86804.2,109287
13707.3,112780
52719.8,167447
21792.9,36880.8
11251.3,57014.6
24752.5,124327
119621,74354.7
182545,149269
42358,47201.7
133648,143648
19919.5,101242
71489.7,177772
112390,122351
16475.5,59953.6
16554.1,63494.8
42269.7,81092.9
14826.6,96374.4
58940.9,115820
37721.1,115030
16405.8,35824.7
50144.5,100931
15157.3,46999.3
16758.9,19852.7
13664.7,30035.5
35435.2,81714.7
55332.6,72149.4
74421.2,158654
135552,105789
24522.8,25568
129734,96978.3
157584,135477
25810.6,42741.5
131855,112996
56828.1,66969.1
37087.5,66145.7
148740,141951
22168.9,47867.9
47874.6,147521
27095.2,68510.3
17942.3,137948
14426.8,29694.6
17659.8,74793.3
36359.3,63385.1
106250,122527
163814,199243
137855,190022
35055.2,37829.7
31001,31675.6
49253.6,47108.6
86318.3,159823
32821.2,110797
22539.3,30072.2
143507,136549
11643.7,67667.9
15434.9,101567
23640.5,45876.7
16728.5,40577.3
171340,187173
35820.8,154446
92679.2,123484
55530.7,29047.1
46406.4,136299
84511.3,124788
45778,24964.4
60512.1,35033.3
19657.8,43699.4
11584.6,70262.7
35844.1,82660.6
13317.9,24370
52123.3,46670.9
88452.1,169688
25199.4,34643.1
45823.3,108055
73216.5,152646
12947.1,105681
152572,157722
25237.1,91742.1
11688.5,73515
16162.5,71938.4
45693.2,35768.5
124380,116295
30465.8,116548
47040.1,99274.9
33716.2,78717.6
22199.3,99569.4
41159.6,64500.3
14519.5,76996.5
119547,73697.3
29433.2,50786.7
26994.7,18411.6
18103.7,30321.9
11189.8,54631.1
63299.1,60027.1
124570,132073
63990.7,38959.8
14651.6,29081.2
118026,128782
77747.6,59461.1
41244.6,89491.9
39396.6,79840.4
29392.8,89736.6
52936.7,94368.7
53439.3,25477.7
34928.7,49157
19649.8,73955.2
41194,79291.1
169335,161790
19554.9,56735.7
123626,154659
119883,61362.7
26846.8,75257.6
16227.1,38259.5
17845.4,45027.4
38800.1,54181.8
41680.9,152167
15353.5,65780.4
84187.7,113620
15670,27926.8
18326.2,118629
65733,114443
21050.9,64356.4
32530.4,113969
37517.3,127457
28927.7,110627
13725.1,31579.4
20357.3,59072.7
64010.4,75163
48498.8,70547.9
36222.1,156493
42230.5,27292.1
17111.8,69308.8
40190.1,60793.3
31715.7,57093.5
102206,124637
22122.9,97663.4
111324,82195
27859.7,87341
15590.2,42701.9
57978.9,30477
52925.1,97701.6
147703,152522
42466.9,83978.9
13196.1,41357
55266.6,35754.6
87953.6,151464
15697.7,33818.4
131765,150303
14617.2,26331.8
124935,162932
38243.1,21832.6
32095.6,17466.4
49183.1,114993
23343.5,60109.5
139163,142578
22499.7,43528.7
17133,44550.6
30772.1,40393.6
71853.8,59154.6
32405.5,148342
82753,84984.7
15500.4,109460
27446.9,20076.1
58601.7,109997
13527.2,36318.7
49482.2,37695.4
23840.7,27386.2
52891.8,135776
53023,34704.7
88943.9,77320
94013.5,59219.4
101816,126272
87534.3,99727.3
106965,142854
38761.5,33593.8
12702.3,38520.4
112212,151633
31499.9,61965.6
39212.4,75285.4
48922.9,67437.7
56694.7,68559.5
67730.5,61155.5
81595.6,54743.6
146134,148088
37600.1,78130.5
164092,117868
15612.1,19850.5
111103,148338
22831,33066.2
62332.9,61029.4
16221.7,75426
38950.9,68230.2
14866.5,25494.1
118265,109314
21791.8,49390.5
16840.1,23128.2
26496,54355.9
54437.5,105963
69925.1,81727.2
35315.2,67453.6
24145.4,65215.2
167491,168314
21263.1,18038.6
78878.2,65093.5
49055.1,127840
35642.9,29075.7
55205.8,71076.6
87999.5,89630.2
25785,28272.1
24281.7,45836.4
46982.4,30770.9
25953.7,30312.9
155216,135098
22923.9,31751.2
53246.9,75613.9
118308,60920.5
44700.6,105682
20019.4,26451.6
15377.6,39699.8
126829,77131
56640.1,102102
58372.3,80732
64625.2,46450.5
59163.3,64637.1
99318.2,153853
12171,74941
27898.7,48899.5
52998.3,104331
16681.2,98856.6
57117,73249.9
163799,172672
75463.9,126091
74787.6,145147
55786.3,167407
20640.1,17643.6
24981.1,108370
62322.8,89810.5
138686,157759
36663.8,20726.1
72460.5,104038
36709.9,54104.6
91090.1,45240.1
76194.6,52372.6
15500.9,123368
36296,40072.7
44566.2,150935
38952.1,54082.2
67155.7,86812.6
41534.9,52326.7
100460,147610
26606.8,50064.9
34830.9,54656.9
11685.1,96195.3
47887,73185.3
20978.4,33984.3
41262.7,110954
75857,40286.7
153151,144891
49017.6,125499
22270.8,75931.6
24744.9,109512
78563.2,43637.2
53027.5,109395
41194.4,32133.8
14193.5,40719.3
87278.8,140000
151441,135171
32826.3,21706
12066.1,68639.8
51827.3,125746
13057.2,65281.1
112436,135766
70899.6,68979.1
24781.3,98691.3
20542.3,94384.1
62709.7,66870.9
105774,199667
29410.8,76764.8
37515.5,61961.3
36114.8,78350.8
50094.1,53489.6
16552.4,77153.4
41894,31143.4
42048.2,99088.7
99531.2,101986
13598.1,32420
19084.1,25967.2
31016.7,19491.5
22127.9,68300
15301.1,58142.1
60368.3,130151
94580.4,55516
42373.5,103661
200263,194252
34320.6,31700.4
49478.5,161213
18015.6,105971
83134,52893.8
37417,68723.7
35143.4,20190.3
40117.6,51900.2
72338.9,68095.4
44414,84094.6
17414.8,20367
108640,184071
48147.5,178406
87615.7,41991
31802,84136.1
23169.3,41947.3
81218.1,125376
31434.9,66939.4
22955.9,30262.2
15048.4,79897.7
29199.3,22218.8
48020.2,49844.1
29749.8,17346.5
32615.1,51581.6
56047.2,98997.2
112182,137257
66475.8,79348.2
124615,139837
16565.5,86596
11438.4,70936
19118.9,19649.2
11085,59105.6
16054.9,21646.3
188180,186484
36239.6,73988.9
51427.8,86359.8
16842.9,20533.5
29757.4,43330.1
169780,186464
29428.1,44050.1
16960.9,29009
14831.3,97225.5
29549.5,81467
91029.3,184596
50148.3,65957.6
138572,153858
54935.9,60973.1
74782.3,85656.1
32208,59340.8
61288.5,123244
52883.4,103931
12814.7,32740.4
58918.5,103828
12309.1,53519.5
37402.2,19569.3
112025,140670
41720.7,63957.6
16416.8,44389.1
108429,157328
26871.5,86903.8
61495.5,119405
72680.6,186629
95121.7,79315.5
68825,100806
31781.6,18367.8
50940.7,133035
23756.9,73774.3
15917,58456
34260.7,24829.9
56529.2,119596
149381,171210
46837.6,28540
54965.3,103431
41552.5,76815.3
32533,96427.2
29613.4,103544
53341,63810.8
21068,96210.9
81882,51666.4
27475.3,42468.3
68191.2,116474
73770.4,80437
73377.9,72320.6
169152,169451
109592,141477
46473,39860.3
17095.2,22736.7
53434,56991.7
18847.8,80400.6
36329.2,44552.9
87491.4,58618.8
29628.5,80252.9
146295,133982
30804.4,159025
183175,175502
136460,157419
61530.3,90778.2
12166.3,40229.2
51411.9,158311
57597.1,44201.1
23270.7,20022.9
20551.5,59223.6
12143.3,58567.1
39070.6,51059.8
17384.6,43675.2
18736.5,39941.9
123582,182929
73626.2,84260.4
98199.1,83545.8
17644.6,23631.5
15403.9,42986.6
41411.6,94322.6
15448.1,48210.8
73214.1,123809
98486.2,93144.4
16698.1,48782.5
50932.6,69623
48748.9,169064
82510.9,107422
44839.9,65012.9
130418,68197.5
39206.2,52811.1
52310.7,68904.2
11953,18768.1
45749.6,22989
23020.2,84433.8
45974.2,32758.5
30130,75913.4
14527.1,24473
24123.9,56557.9
106797,167915
52966.7,80388.2
24987.9,134592
30645.4,97161.2
17630.4,23748.7
53337.2,99542.2
79138.3,93818.3
12894.3,78825.1
51128.1,119472
26408.8,114677
80351.3,156178
20494.6,47013.5
174475,128442
65107.2,92536.5
17967.4,85834
70277,34572.3
24091.4,121215
50768.3,129795
35804.9,76731.2
11646.8,18341.9
26104.4,53228.5
35086.1,52339.6
89942.2,132637
51860.1,92747.6
66113.1,114473
65811.3,79793.8
108378,148512
16363.4,16977.6
85328.3,132364
55393.8,37624.1
28868.7,71180.4
147709,197055
32902.3,98938.3
38785.1,73739.1
80796.4,83485.6
59626.5,119998
20131.8,21826.2
60601.6,44481.9
154656,191420
15007.4,56653.2
65843.2,80231.2
25316.5,43172.4
126767,114350
70285.7,71792.2
26091.6,36007.8
118389,179259
41192.4,55614.2
102063,74375
65767.8,38495.5
55328.1,41007.5
51718,75707.7
63195.8,116173
18250.9,22045.7
72468.6,58730.2
35027.2,47772.9
17028.3,27374.8
66679.3,56537.1
71135.1,84558.4
159897,144042
61930.9,108798
142769,185125
35143.1,86416.1
26472.3,97433.8
61679.3,53903
119162,102568
25524.4,101547
178667,189318
26992,24683
11329,30836.3
85452.8,77966.5
44297.3,44674.1
85769.2,147635
111973,141109
42875.6,124400
165681,167124
105009,145802
19368.5,65541.9
35109.1,19397.4
30235.1,47316.3
20598.3,34419.8
51398.5,166000
38916.4,53380.8
23441.3,29415.4
45768.3,41165.2
48056.7,93419.6
14677.9,33585.2
34556.6,80972.8
35897.2,120684
26009,84095.5
38558.3,77285.1
30425.4,43051.2
134685,167406
152861,185367
138202,149130
26597.7,56516.3
15422.7,83874.2
26037.4,41767.7
19844.5,57976.8
41723.1,26901.9
26912.1,24636.7
29123.4,60642.7
127344,169456
119447,191209
44339.9,116641
132875,153426
21881.7,51656.7
34435.5,71027.5
23876,33554.1
18469.3,54594.2
56731.1,73822.8
38659.1,111534
30384.7,23866.4
30816.1,43097.4
28138.2,18582.8
26213.6,45222.7
65975.8,133228
23141.1,92911
30215.6,36234
14468.2,17542
12825,35612.5
58446.8,29018.4
44709.5,67387.3
11004.4,28934.5
19579.1,44902.5
24571.9,71689.4
35611.2,17233.2
56965,90043
29510.3,80271.3
20725.4,67759.2
108561,135979
45012.8,45650.2
17277.5,83582.9
41866.8,75330.6
70966.4,38526.1
50845.7,54002.2
24580.2,23787.3
63888.7,197989
84433.6,149234
12794,80425.9
80311.6,93303.5
27600.1,58727.4
56992.7,75477
69876.1,106663
37961.9,59871.9
13424.7,20263.6
16160.4,35609.5
45138.9,53388.4
44224.6,35155.8
27094.9,37307.1
20081.2,50766.7
20414.2,31055.7
126128,97022.9
22594.2,19046.3
14608.8,52909.3
113953,111640
17528.7,65378.2
34182.5,81960.6
24972,61132.9
41554.8,60342.1
46415.9,40889.2
67833.8,127108
77025.6,118435
25498.7,21533.6
35511.8,50286.2
18221.1,36646
62333.8,74588.2
34657,75273.7
20975.7,36119
75769.7,60214.4
43142.2,58401.3
23045,87652.9
42018.9,63702
50579.2,51124.4
116441,103356
20325,28965.7
108984,198551
24497,31526.1
16685.1,27200.8
73138.3,130285
26757.7,59101.1
45343.3,21219.9
111818,176868
36335.5,66763.1
48261.8,90559.5
17474.8,46306.3
34862,51266.2
76588.4,61087.1
54535.5,132187
53934.9,89098
108383,138333
175961,183066
18309.6,19940.9
33852.7,65800
81737.5,66955.3
40344,67717.5
37771.2,37691.8
76079.4,93542.7
114355,104499
13948.1,16913.7
15873.7,99691.4
134043,170865
81917.7,103664
15024.1,23572.9
17011,54944.4
141406,153981
11981.3,24210.8
48917.5,106710
119062,143693
117161,166476
72973.4,151561
32801.8,61579.9
130836,172515
90616.3,92123.3
57008.2,28833.7
30589,50343.1
21411.6,81458.6
81833.3,94367.4
140709,140073
15180.4,44009.8
48677.5,25462.5
50904,95535.2
99001.8,104970
11724.7,64884.1
35226.8,86758.5
144131,127088
49979.7,48488.8
65253.3,73768.2
32941.8,67738.3
60932,83579.2
17183.4,109889
11819.3,29494.8
55096.2,68786
111775,138661
56903.6,69668
123246,162506
118835,144223
42516.1,72939.2
14739.3,45280.2
51760.3,25801.1
38414.4,46106.9
47107.8,70899.7
32602.9,41110.7
94286.5,133128
19196.3,98674.5
15182,43648.8
24845.5,55805.8
99986.6,100312
133855,95147.4
35768.2,30714
113812,96392.5
25625.6,85475.5
40102.9,25584.1
12484.1,52763.5
29944.1,149948
11511.8,25030.4
19942.2,81767.3
40039.8,29183.4
90614.9,102641
147497,81463
16556.9,19667.3
150163,128730
19421.5,22920.8
27376.8,59986
64433.7,71457.5
28715.1,79098.1
137344,178113
126264,148590
107973,107596
127287,170321
34353.3,19265.9
168132,176438
39403.5,102364
26237.5,58215.9
12817.6,54607.4
18807.5,60800.2
37876.5,50375
145847,120674
16459,111451
33033.6,41628.3
11647.9,57361.7
58111.7,117525
197847,195561
26973.6,111575
32646.6,27987
84565.4,119588
44269.9,41880.4
72946.5,110240
14496.5,21298.3
28877.7,25053
33035,31515.6
151959,158685
12554.6,71352.8
43353.4,71661.1
26165.2,21591.4
75115.4,128925
142935,122396
17866.2,55141.3
156130,92886.1
39693.5,91692.6
39720.7,72428.2
27514.1,82096.4
35913.7,143216
13363,92084.4
31662.7,61294
50268.6,99222.2
87156.4,121344
12540.5,75295.6
57196.3,35405.3
13396.8,48157.4
81078.2,88285.2
32988.6,26908.4
151050,86368
98014.4,95567.2
35716,74997.9
69089.4,90102.9
27672.8,32038.5
24022.9,43387.2
92889.3,119952
47913.6,116799
46660.9,106567
51832.2,40006.3
44379.5,35862.8
99776.8,139924
62982.1,82727.9
30822.9,20371.5
68825.7,196610
20749.7,29049.1
39579.7,97187
12527.3,74014.7
100095,150012
11968.7,38949.8
41107.6,161606
51295.4,129569
13989,23474.7
51406,45338.1
58116.7,74289.3
82535,101267
27449.3,119372
32094.2,70397.9
37488.6,21695.5
91638,129114
42387.5,129560
12750.4,58161.3
115808,143829
37496.7,50398.1
12974.1,36010.2
26259.8,54981.2
41330.6,119050
129771,186334
29897.2,62528.9
14319.4,61287.5
98384.1,150304
138533,144339
15183.3,98060.1
20868.7,33682.2
25154.9,48396.3
32920.8,63075.3
47544.8,171385
46636.4,112547
21416.4,74321.6
27692.9,107782
115210,140083
93863.3,70393.4
64866.3,32471
72559.8,110201
150262,190998
88197.2,75860.6
50112.4,61652.3
69551.6,142228
26188.4,29032.8
95792.2,90532
37481.2,50316.3
26218.4,103526
28764.3,59604.8
17828.8,39402
49794.8,99381.8
26599,23302.9
66595.4,102712
54945.5,40244.6
53327.7,34052.7
159441,172403
78840.7,144042
85506.7,48167.6
24171.9,22753.4
117702,126509
65088.9,93917
39091.3,76619.8
25189,33687.3
35435.5,41879.1
12154.8,101355
82923.7,116115
25839.8,69469.1
131075,163208
36175.3,60201.8
39056.1,58881.2
99783.3,49063.6
11619.6,59612.2
41965.8,92692.4
186442,180136
17965.5,63018.2
31743.3,17837.7
180568,184302
151065,113986
59131.2,45872.2
74625.7,80469.8
33491.1,153467
76849.4,129322
89204.1,66398.3
112590,95979.2
69260.4,122674
78871.1,41485.5
122715,170835
18649.8,64445.1
108629,124210
41498,49235.2
37510.6,84956.7
31011,103895
28299.5,137850
73040.4,55973.6
62865.5,44753.3
20946.6,81470.5
18886.9,34943.8
60053.5,69685.1
38849.7,50779.1
18749.3,56304.8
16303.8,17542.3
91281.9,71435.2
28116.4,93057.7
86858.4,120653
39242.8,159406
69428.5,101328
70306,95812.3
77542.3,97804.3
22971.5,71887
81788.9,130322
28419.5,87893.2
11811.5,33883.7
15455.6,69337.3
36985.6,38370.1
36821.2,68179.3
20545.2,40335
18703.5,58900.9
32509.1,96496.1
28059.6,76623.7
101409,96697.4
20981.2,78330
19089.3,71433.8
110334,136398
36549.4,112325
39065.2,47427.9
59806.8,58822.6
74855.6,103541
113683,106504
49462,106687
123442,91751.1
68368.8,73381.2
21643.4,137100
19074.8,44852.2
58059.1,52189.8
171069,152672
89009.9,95790.8
22951,30635.1
13113.4,43617.8
42658.4,36478.6
119268,159842
48466.5,117746
